,Unnamed: 0,date,city,duration,summary,posted,state_idaho,state_utah,Changing,Chevron,Cigar,Circle,Cone,Cross,Cylinder,Diamond,Disk,Egg,Fireball,Flash,Formation,Light,Other,Oval,Rectangle,Sphere,Teardrop,Triangle,Unknown,changing,light,other
33379,33379,8/30/11,Felt,5 minutes,"A near duplicate sighting, eleven yr.s apart. same general location",10/10/11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33380,33380,8/25/11 21:30,Mountain Home,30 sec,5 bright orange lights seen by 3+  Air Force personnel in Idaho,10/10/11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33381,33381,8/25/11 21:30,Nampa,2 minutes,2  witness what appeared to be a low flying small aricraft completely on fire streak across the night sky.,10/10/11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33382,33382,8/16/11 22:22,Boise,10 minutes,Bright Red UFO Seen Over Boise at End of Hyde Street Fair,10/10/11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33383,33383,8/15/11 22:00,Boise,5 minutes,high flying thing.  ((NUFORC Note:  ISS over-flight at 21:57 hrs.; SW to NE.  PD)),8/21/11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33384,33384,8/12/11 15:00,Emmett,6 mins,the craft was very shiny,8/21/11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33385,33385,8/5/11 23:45,Cambridge,2 minutes,Triangle shaped figure flying low making no noise and flashing red and blue lights very fast,8/21/11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33386,33386,8/4/11 22:00,Post Falls,25 seconds,Bright light on mountain top by cell tower- receded behind mountain after 25 sec,8/7/11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33387,33387,8/3/11 22:49,Nampa,10 minutes,Two large amber glowing objects over Nampa/ Caldwell  Idaho,8/7/11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33388,33388,7/23/11 23:00,Lewiston,less than 30 seconds,Fast traveling bright light that appeared and disappeared in less than 30 seconds.,8/7/11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33389,33389,7/17/11 13:00,Lewiston,20 minutes,"Three delta, possibly ""bat-shaped"" objects observed flying due west between 10,000 and 25,000 feet at very high rate of speed.",8/7/11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33390,33390,7/4/11 22:45,Star,2 mins,"REDDISH-ORANGE anomoly appears in the sky about 25 degrees above horizon, moves, changes course, drifts overhead as if observing .",7/6/11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33391,33391,7/3/11 22:50,Nampa,2 minutes X2,Two very bright red objects travelling with missile-like speed across the entire night sky NNW to SSE,7/4/11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33392,33392,6/25/11 16:40,Carey (15 miles east of; on Hwy 20),3 minutes,"Rectangular object observed for three minutes, then it instantly vanished.",7/4/11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33393,33393,6/25/11 01:00,Stanley,20 minutes,"3 alternating color, fast moving lights over Stanley Lake in Stanley, Idaho.",7/4/11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33394,33394,6/21/11 13:00,St. Maries,1 minute,Silver Shere hovering over mountain about 5 miles away from us was about as big as a dime if you held it out at arms length.,10/30/12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33395,33395,5/10/11 00:07,Boise,2 minutes,"Stationary flashing lights in SE sky from Boise, Idaho",5/12/11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33396,33396,5/5/11 22:00,Nampa,5 min+or-,I was taking my evening walk in a westernly direction when I noticed a very bright light in the northwest. The light was many times bri,5/29/11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33397,33397,5/5/11 09:15,Lewiston,4 minutes,3 fireballs around lewiston idaho,5/12/11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33398,33398,5/1/11 00:55,Pocatello,three minutes,I saw several bright red lights in the WNW sky that didn't blink and faded in less than three minutes from the time I first spotted the,5/2/11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33399,33399,4/30/11 22:30,Nampa,+/- 5 min.,Lights many times brighter than the backgroung of stars!,5/2/11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33400,33400,4/22/11 23:00,Burley,3 minutes,Mystery disc seen from 50 or less feet away zooms off!!,5/29/11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33401,33401,4/9/11 05:00,Coeur d'Alene,30 sec,object stood stationary but moved great distances in seconds and stood stationary again,5/2/11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33402,33402,3/19/11 22:30,Boise,3-4 minutes,Amber light hoovering in the west sky,4/3/11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33403,33403,3/1/11 05:15,Burley,30 minutes,Bright fireball in sky 15 miles away hovering in sky for 30 minutes until sun rises.,5/29/11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33404,33404,1/17/11 18:32,Coeur d'Alene,5-25 seconds,Circle moving fast left trail of light about twice the size of the full moon.,1/31/11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33405,33405,1/15/11 01:30,Shoshone,20 minutes,"Saw strange light going in circles, then it shot up to space.",3/10/11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33406,33406,1/8/11 03:00,Glenns Ferry,every morning,Is this a enormous star or a planet?,1/31/11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33407,33407,11/14/10 23:00,Rathdrum Prairie,45 sec - 1 min,triangle shaped object with 3 bright lights and 1 dull pulsating light underneath the craft it moved silently,11/21/10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33408,33408,10/20/10 19:00,Boise,5 minutes,Fireball changes directions a stops in the sky.,11/21/10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33409,33409,10/2/10 00:00,Boise,1 hr,"Im sitting here looking south west at a bright light that is the only thing in the sky, not a single star can be seen from the lights o",11/21/10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33410,33410,9/3/10 10:45,Hayden,10 sec,three dim lights in the sky.,11/21/10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33411,33411,9/3/10 10:20,Hayden Lake,about 30seconds,Boomerand shaped lights in the sky and where moving fast in circles.,11/21/10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33412,33412,8/25/10 22:39,Caldwell,5 min.,bright blue light,8/30/10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33413,33413,8/24/10 16:05,Garden City,4 minutes,Quick Flashing Object Ascends Over Fair Grounds And Pulses Motionless In Sky,8/24/10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
33414,33414,8/24/10 08:00,Boise,2 minutes,"Multiple sightings of very fast, bright, disk shaped flying things.",8/30/10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33415,33415,8/20/10 13:00,Nampa,5 minutes,cigar shaped UFO. Mediam grey.  no noise. large. elevation about the hight of normal helicopter flying overhead.,11/21/10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33416,33416,8/15/10 22:00,Caldwell,3 seconds,UFO Rods have been filmed in daylight--Now read about how to see them at night.,11/21/10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33417,33417,8/15/10 02:00,Caldwell,30 seconds,"Large very bright light seen flying west to east over Caldwell, Idaho.",2/7/14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33418,33418,8/12/10 12:30,Boise,40 minutes and counting,There are recurring crafts hovering and flying over boise that are not of this world.,8/24/10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33419,33419,7/20/10 21:15,Burley,5 seconds,Disc shaped UFO sighted over Idaho,8/24/10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33420,33420,7/17/10 23:00,Bruneau/Mountain Home (between),1-2 Minutes on and off,"3 Lights, 25 Ft. Off The Ground Forming A Triangle Flash In And Out Twice & Then From Afar Coyotes Howl At It For 4-5 Minutes",7/28/10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33422,33422,7/13/10 10:30,Victor,5-10 minutes,Rod shaped appearance that in photos look more like double lights during daytime.,8/30/10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33423,33423,7/12/10 22:00,Cambridge,2+ hours,A second sighting in a small rural Idaho town.,7/19/10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33424,33424,7/11/10 22:45,Boise,20 seconds,Large translucent orange/gold v-shaped object flying from wast to west in straight line,7/19/10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33425,33425,7/10/10 22:00,Moore,1 hr.,ALIEN LANDING OF UNKNOW ORIGIN TO GO ALONG WITH STRANGE BEHAVIOR OF WILD ANIMALS AND PEOPLE IN THE AREA  500 Lights On Object0: Yes,11/21/10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33426,33426,7/8/10 23:00,Cambridge,15-20 min,A bright light spinning and weaving over a small town in Idaho.,7/10/10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33427,33427,7/3/10 22:00,Nordman,1 hour,Strange slow moving orange light traveling from west to east then turned abruptly and disappeared.,7/6/10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33429,33429,5/20/10 21:30,Ashton,1 second,Bright flash lit up entire horizon to the northward,7/3/13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33430,33430,5/11/10 22:37,Boise,minute,sporadically fast moving bright light too low to be a satellite and to high to be a plane fades into the stars after a minute,5/12/10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33431,33431,5/8/10 12:45,Fort Hall,1to 2 minutes,silver disk hovering above house,6/3/10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33432,33432,5/1/10 06:00,Fruitland,5 minutes,Triangular shaped something hovering over a dairy farm.,2/18/11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33433,33433,4/20/10 23:59,Post Falls,In filed by my house,"It was looking at my house, in tryed to act fast for us to not see it back.",5/12/10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33434,33434,3/18/10 21:00,Meridian,1 hour,looks like hundreds of lights in a circle and is moving slowly across the sky. It changes form and does not look like anything that is,4/13/10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33435,33435,2/2/10 20:00,Wendell,20 min approx.,"Amber lights appearing in the skies over Wendell, ID 8:00PM 02/02/2010",2/14/10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33436,33436,2/1/10 21:00,Wendell,20 minutes,Amber lights moving in a diagnal angle seen south of wendell idaho,2/14/10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33437,33437,1/22/10 04:40,Boise,20-25 seconds,"33' Wide White Object seen over Boise, ID, emitting Screeching/Shrill Noise (01/22/10)",2/14/10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33438,33438,1/16/10 19:30,Boise,2 minutes,"Red Light Above Boise Descends at Tremendous Speed, Stops to Hover, Emits Radiation - All filmed by Observer 01/16/2010",2/14/10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33439,33439,12/30/09 21:04,Boise,10 seconds,Bright white light moving downward south of Boise then leveling off.,2/14/10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33440,33440,10/5/09 20:10,Eagle,4 minutes,A bright fire ball light hovering in the lower sky over Boise Eagle  area.,12/12/09,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33441,33441,9/23/09 01:00,Meridian,2 Hrs,"Over 2 hours long UFO hoovers nears Boise, Idaho skys.",12/12/09,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33442,33442,9/18/09 23:00,Boise,20 minutes,"Red, slowly pulsating light, that hovered in the north for twenty minutes.",12/12/09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33443,33443,9/18/09 21:50,Boise,15:00,Bright red light in sky moving very slow and at a random pace.,12/12/09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33444,33444,9/18/09 21:10,Boise,30 minutes,Circle of intensely bright red lights that initially spewed out falling lights and hovered for a long time before receding slowing up.,12/12/09,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33445,33445,9/18/09 21:00,Boise,20 Mins,"A red light North of Boise, erratic/still, movment!",12/12/09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33446,33446,9/15/09 21:37,Post Falls,5 minuates,Unkn object following aircraft,12/12/09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33447,33447,9/10/09 21:30,Emmett,60 sec,Light looked like a star but bigger and brighter went across the sky semi fast got dimmer. ((NUFORC Note:  Satellite??  PD)),12/12/09,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33448,33448,7/21/09 22:00,Greenleaf,30 seconds,saw light in the southwestern sky of Idaho around the area of greenleaf light appeared in the eastern sky then disappeared,8/5/09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33449,33449,7/20/09 23:14,Boise,10 Seconds,"Very bright object aprox 1000ft agl, steady west to east course, suddenly dims to complete dark.  Similar to shooting star fadeout, yet",8/5/09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33450,33450,7/4/09 21:49,Plummer,1 minute 45 seconds,Bright orange object over Northern Idaho.,8/5/09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33451,33451,6/29/09 23:00,Midvale,3-4 minutes,"Large orange fireball, turning to orange light heading North to South in central Idaho sky, hovering at times then disappearing.",8/5/09,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33452,33452,6/20/09 10:00,Workey,2 minutes,A bright glowing hour glass shaped object  which was stationary in the night sky,8/5/09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33453,33453,6/12/09 00:47,Hayden,5 minutes,TRIANGULAR FLY BY AGAIN... 3 WHITE FLASHING LIGHTS ONE PULSING RED LIGHT,8/5/09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33454,33454,6/11/09 00:30,Hayden,3 Minutes,TRIANGULAR OBJECT WITH WHITE AND RED FLASHING LIGHTS,8/5/09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33455,33455,6/3/09 23:25,Hayden,25 minutes,3 CONCURRENT SIGHTINGS WITHIN 25 MINUTES OF EACH OTHER:  At 23:25 on 6/03/09 my girlfriend and I were stargazing when I noticed what I,6/9/09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33456,33456,6/3/09 23:25,Hayden,4 hours,20 Glowing Boomerang shaped objects during 5 sightings over 4 hours,8/5/09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33457,33457,4/15/09 12:00,Montpelier,about 3 minutes,"4 lobed craft hovering over Montpelier, ID in broad daylight.",7/4/11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33458,33458,3/12/09 16:15,Boise,5 minutes,White Spherical objects seen,3/19/09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33459,33459,2/21/09 09:00,Weiser,45 mins,BRIGHT WHITE OBJECT CHANGEING IN COLOR MOVEING OVER INDIAN HEAD MOUNTAIN,3/19/09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33460,33460,1/31/09 21:00,Wendell,10-15 minutes,Bright red/orange lights move into diagonal formation,5/12/09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33461,33461,1/28/09 18:00,Nampa,Approx. 100 seconds,"Interesting light in sky, definitely space-object, behaved like satellite, but was momentarily very, very bright",3/19/09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33462,33462,1/19/09 18:27,Post Falls,6 sec,Anamoly in long exposure photo,3/19/09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33463,33463,11/29/08 17:00,Buhl,all night,while fishing on the snake river my wife and I saw two star like objects move a great distance across the horizon before dusk.,1/10/09,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33464,33464,10/17/08 23:00,Riggins,30 minutes,Was out hunting and looked up and saw what seemed like a star blinking. Then we put a spotting scope to it and the object remained stat,10/31/08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33465,33465,10/1/08 20:03,Idaho Falls,15 seconds,Stationary lights in the path of the ISS,10/31/08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33466,33466,9/27/08 03:30,City of Rocks National Reserve,1-2 hours,Color changing light moving erratically just off the horizon in the distance.,10/31/08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33467,33467,9/21/08 02:30,Rathdrum,40 minutes,"Dear Mr. Davenport, Here is a brief description of my brothers experience.I'm listing my contact information because we do not want it",10/31/08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33468,33468,9/21/08 02:30,Rathdrum,40 minutes,"At approximately 2:30 on September 21, 2008 I heard a buzzing sound that appeared to be coming from my roof. I stepped onto the porch a",10/31/08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33469,33469,8/24/08 21:00,Coeur d'Alene,15 minutes,"I saw what appeared to be a satellite, but then it stopped moving, then moved in several directions.",10/31/08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33471,33471,8/9/08 22:30,Orafino,45 minutes,"Saw flashes of light, like strobes, at high altitude but not in a straight line and only every ten seconds or so",8/5/09,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
33472,33472,8/4/08 23:00,Boise,8-10 minutes,((HOAX??))  Noted a star/spider shaped craft with yellow lights and blinking lights at ends.,8/12/08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33473,33473,8/4/08 22:10,Pocatello,5 Minutes,"09/04/08 at approximately 22:10 hours a bright light moved West to East, zigged and zagged then disappeared. ((NUFORC Note:  ISS.  PD))",8/12/08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33474,33474,7/28/08 00:30,Rexburg,1 min,"Course-correcting lights in formation, with possible nuclear site connection",6/9/09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33476,33476,7/15/08 16:00,Twin Falls,2 minutes,"White, triangular object over Twin Falls, ID",8/12/08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33477,33477,7/13/08 22:00,Hamer,2 hours,We saw several light objects in pairs stationary in the sky and then move in different directions at a high rate of speed.,8/12/08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33478,33478,6/4/08 23:00,Lewiston,30 seconds,hovering object shot off at incredible speed,7/8/16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33479,33479,5/26/08 22:00,Priest Lake,1hr 15min,"Two high altitude, high speed lights half hour apart, no sound, no blinking, yellowish color",6/12/08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33480,33480,5/26/08 02:15,Lava Hot Springs,about 2minutes,I observed about 30 amber lights which changed position and shape in the night sky over southeastern Idaho.,6/12/08,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33481,33481,4/3/08 22:45,Rexburg,3-5 minutes,"big, black, dragon shapped object, no lights, slowly gliding at high altitude, kind of a small blur around it",4/17/08,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33482,33482,3/24/08 01:30,Meridian,15 seconds,230 to 250 foot wide Crescent or manta ray shaped object with no audio or lighting low altitude and high speed in Merdian idaho,6/12/08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33483,33483,3/22/08 00:25,Nampa,5 seconds,"bright light moving rapidly accross the sky, stops then accelerates at a 90 degree angle",3/31/08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33484,33484,3/11/08 22:00,Challis,1 minute,Triangular formation of lights with fourth light out of formation traveling slowly and quietly.,3/31/08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33485,33485,3/11/08 22:00,Challis,10 min.,"Cited five orange/redish lights flying horizontal in an arched formation over Challis, Idaho.",3/31/08,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33486,33486,2/20/08 06:00,Arco Dessert,30 seconds,Fireball crashes in Idaho,3/4/08,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33487,33487,2/19/08 05:30,Moscow,45 seconds,"Bright,strobe-like colorful lights, high in SW sky, no sound, followed by orange dripping from sight of light.  ((Meteor))",3/4/08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33488,33488,2/15/08 22:00,Worley,3min,moved slowly in the clouds during a snowstorm no noise went from south to north withflood lights shining all over the area as it moved,4/17/08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33489,33489,12/20/07 08:30,Rigby,3 min.,A little line of light riggiling up to space.,1/21/08,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33490,33490,11/29/07 18:50,Boise,10 minutes,A collection of flashing lights moving quickly across the sky.  Too many to be airplanes.,3/4/08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33491,33491,11/11/07 20:05,Twin Falls,30seconds,"v- shaped object,approx  5 lights on each side rectangle in shape, no noise at all, very fast.",11/28/07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33492,33492,9/13/07 21:30,Hayden,15 sec,very strange kind of made the hair on your neck stand up!!!!,10/8/07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33493,33493,9/1/07 03:30,Worley (south of),2 minutes,"Unexplained lights above US 95 south of Worley, ID. 500 Lights On Object0: Yes",1/21/08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33494,33494,8/29/07 12:40,Saint Maries,few minutes,Silent silvery-white cigar or blimp shaped craft spotted over saint maries Idaho,10/8/07,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33495,33495,8/28/07 21:30,Marsing,25 minutes,"Red lights over Snake River near Marsing, Idaho",10/8/07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33496,33496,8/27/07 22:00,Sandpoint,1 hour,Flashing erractic UFO,10/8/07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33497,33497,8/21/07 00:30,I-84 (near Utah border),15 seconds,"Large, bright light streaking smooth and low across the night sky, off the side of the highway.",1/21/08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33498,33498,8/19/07 10:30,Idaho Falls,30 sec,Bright lights unlike any traditional aircraft.,10/8/07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33499,33499,7/30/07 23:00,Rathdrum,45 sec.,"oval white object  hovering at distance, then changed color to a brighter gold and silver, then took off gone.",8/7/07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33500,33500,7/30/07 14:00,Post Falls,3 seconds,"Around the end of July 2007, I was sitting in a chair on my back porch enjoying the warm weather under cloud cover which was at the nor",3/19/09,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
