,Unnamed: 0,date,city,duration,summary,posted,state_idaho,state_utah,Changing,Chevron,Cigar,Circle,Cone,Cross,Cylinder,Diamond,Disk,Egg,Fireball,Flash,Formation,Light,Other,Oval,Rectangle,Sphere,Teardrop,Triangle,Unknown,changing,light,other
90661,90661,8/25/10 22:06,Cottonwood Heights,5 minutes,A  bright sphere like object that appeared out of nowhere.,8/30/10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90662,90662,8/22/10 16:45,Washington,2 minutes,Was photgraphing clouds and didn't see object until I was looking at the photos on my computer.,8/24/10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90663,90663,8/21/10 10:30,Lehi,0:30,((HOAX??))  We saw a 3 light saucer pass by and the saw a two saucer pass over and split apart and disappear.,8/24/10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90664,90664,8/10/10 21:40,Highland,Maybe an hour,Odd lights in the sky over Utah Valley.,8/24/10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90665,90665,8/4/10 22:00,Provo,10 seconds,Hovering object during a thunder storm and rain.,8/24/10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90666,90666,7/27/10 23:00,Orem,5 minutes,We saw a group of about 12 dim lights moving together in the night sky in a graceful fluid pattern.,7/28/10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90667,90667,7/27/10 00:10,Salt Lake City,2 Minutes,"Orange ""flaming"" Triangle over Salt Lake City dissappears",7/28/10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90668,90668,7/27/10 00:10,Salt Lake City,2 Minutes,Possible explainations of what i saw in Salt Lake City last night,7/29/10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90669,90669,7/24/10 22:30,West Valley City,30 minutes,Black blotch in night sky and blue orb hovering above.,3/3/13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90670,90670,7/21/10 23:37,Salt Lake City,4 seconds,Faint glowing large object streaks the night sky over Salt Lake City only leaving a trail,7/28/10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90671,90671,7/17/10 22:00,Lehi,10 minutes,"Strange light in sky moving erratically, stopping abruptly and changing directions.",8/24/10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90672,90672,7/15/10 10:00,Provo,5 seconds,I was driving Southbound I-15 between Provo and the first Springville exit by myself talking on the phone.  I looked up and out my wind,7/19/10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90673,90673,7/11/10 22:30,Nephi,5-10 minutes,A UFO went through a wormhole then went through a nother one.,5/15/13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90674,90674,7/9/10 22:00,Provo,~1 hour,Rapid strobe-like flashes behind clouds in the night sky.,7/10/10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
90675,90675,6/23/10 03:00,Ogden,1/2 hour,Light in Utah sky moving erratically.,7/6/10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90676,90676,6/20/10 15:00,(above mountains in airplane),1:00,"I'd like to start of this report stating that I've always been skeptical of the paranormal, when afternoon on my bi annual trip to Fl.",2/4/13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90677,90677,6/14/10 23:18,Salt Lake City,10 seconds,Bright light over Western Salt Lake moves across the sky then vertically and disappears.,6/23/10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90678,90678,6/14/10 22:00,Cleveland,28 secs.,You can see the engines or where you would think engines would be clearly lite up on the underside.,10/10/11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90679,90679,6/10/10 22:00,Cleveland,60 seconds,It looks like a static electric engine very quite and I believe it is large and had to be flown by someone.,1/30/14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90680,90680,6/6/10 23:20,Sandy,10 minutes,"Sandy, Utah light  10 minutes 3 light objects travelling South to North 1 travelling East to West seemingly on collission course with 1",6/10/10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90681,90681,6/4/10 11:56,Price,1 minute,Daytime orb being followed by helicopters.,6/27/14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90682,90682,5/30/10 22:30,Draper,45 min or longer,"Two bright circles soaring independently through the sky, one remained bright green while the other changed from  white to blue to red",6/3/10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90683,90683,5/14/10 21:35,Cedar City,2min,stead single white dot heading southeast then rose straight up and vanished,6/3/10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90684,90684,4/23/10 21:30,Ogden,3-5 seconds,"White light over Ogden, Utah",5/12/10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90685,90685,3/12/10 21:23,Ogden,approx  18 min,"10-20 orange spheres of light viewed by 8 witnesses from Ogden, Utah in the evening .",4/13/10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90686,90686,12/3/09 06:30,St. George,10 seconds,Flashed like igniting twice then sped off super sonicly.,12/12/09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90687,90687,11/18/09 00:21,Sandy,4-5 seconds,Bright flash that seemed to be expanding from a moving light source.,12/12/09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
90688,90688,11/18/09 00:06,West Jordan,4 seconds,neighborhood flashes like day time.  ((NUFORC Note:  Possible Leonid meteor??  PD)),12/12/09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90689,90689,11/17/09 23:20,Salt Lake City,1 second,"Huge flash of light , two wintnesses that i know of when 10 miles apart at same time",12/12/09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90690,90690,11/7/09 23:00,Horseshoe Springs,4 MINS,"ME AND MY TWO FRIENDS WERE OUT BY THE DUGWAY PROVING GROUNDS,AND WAS WATCHING THE SKYS AND SAW NOTHING, SO WE STARTED ON OUR DRIVE HOME",12/12/09,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90691,90691,9/25/09 08:30,Vernal,5 min,bright spherical light going across the sky. stopping and starting and then just disappeared.,12/12/09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90692,90692,9/14/09 01:45,Salt Lake City,15 & 30 mins,star-like object changed color from white light to red; moved very fast & maneuvred like no conventional aircraft,12/12/09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90693,90693,9/5/09 13:00,Sandy,Flying,((HOAX??))  Black Figure In The Sky.,12/12/09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90694,90694,8/31/09 05:00,Leeds,2 hrs +,"In Northeast sky about 60 to 65 degrees off horizon. Moves back and forth slowly, from a Northwest to Southeast direction. Directly abo",12/12/09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90695,90695,8/25/09 23:00,Delle,10 minutes,Bright strobing light in the sky near Delle UT,8/27/09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
90696,90696,8/20/09 22:25,Salt Lake City,15 seconds,Lights like string of pearls dance across Utah sky.,8/27/09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
90697,90697,8/7/09 23:00,Tooele,one hour,"Strange orange orbs appear and disappear over Dugway Proving Grounds,Utah.",2/18/11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90698,90698,8/6/09 02:15,West Jordan,10 minutes,Possible early morning unusual flying object sighting in residental area of Utah.,8/27/09,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90699,90699,8/1/09 03:00,Monroe,20 min.,Multiple orb ufo's witnessed by four individuals.,12/12/09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90700,90700,7/27/09 21:30,Bonneville Salt Flats (Salt Lake City),10 minutes,"Bonneville Salt Flats, July 09, Investigator, Bright White Lights, Semi-Circle, Pulsations, Motorcycle",12/12/09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90701,90701,7/18/09 23:00,Navajo Lake,30,Strange light seen on Cedar Mountain neer Navajo Lake!,8/5/09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90702,90702,7/15/09 03:00,Highland,2-3 minutes,"Bright Sphere observed from Highland, Utah Scanning Lone Peak Mountian Top near Alpine, Utah on July 15, 2009 at 3:00AM",8/5/09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90703,90703,7/10/09 23:15,Salt Lake City,1 hour,"6 UFOs seen over Salt Lake City July 10th, 2009",8/5/09,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90704,90704,7/9/09 23:00,Brigham City,18 min.,Two circular shaped objects seen flying in an unusal pattern with alternating speeds and lights with varying levels of brightness.,8/5/09,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90705,90705,7/8/09 20:43,West Jordan,8 minutes,"Triangle object seen for approx. 8 minutes west of  Mount Olympus near Salt Lake City, Utah",8/5/09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90706,90706,7/7/09 22:40,North Ogden,1 min,"Bright moving light, no flashing from SW to NE.  ((NUFORC Note:  Overflight of the ISS.  PD))",8/5/09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90707,90707,6/19/09 09:15,Salt Lake City,one minute,"two aircraft flying in formation low to the ground, in the city, of an unknown aircraft design, with no noise.",8/5/09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90708,90708,5/31/09 17:00,Ogden,5 MIN.,Spherical orb over the mountains in North Ogden Utah,8/5/09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90709,90709,5/28/09 21:15,Cottonwood Heights,3 mins.,Unusual object over Wasatch Front Range.,6/9/09,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90711,90711,3/21/09 23:59,Riverton,1 hour,Observed pulsating multi-colored sphere 5 degrees above horizon south of constellation Orion.  My friend who lives 20 miles south of me,4/14/09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90712,90712,3/21/09 23:59,Riverton,1 Hr. 5 min.,"At midnight I observed a bright multi-colored pulsa I called a friend who lives in Orem, Utah which is 20 miles south of Riverton.  He",4/14/09,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90713,90713,3/14/09 20:58,Richfield,3.5 minutes,"Perfectly round, extremely bright craft appeared over central Utah traveling from south-west to north-east.",3/19/09,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90714,90714,3/12/09 00:15,Riverton,45 minutes,"Round obj. flashing red, blue, green, yellow colors; 10 deg. above hor. and sSSW of my position. ((NUFORC Note:  Sirius?  PD))",3/19/09,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90715,90715,3/7/09 23:45,Salt Lake City,10 minutes,"pulsating figure.  ((NUFORC Note:  Possible sighting of Sirius, which is quite prominent in the SW sky, at this hour.  PD))",3/19/09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90716,90716,3/5/09 20:05,West Valley City,20 minutes,Objects hovering near and above Salt Lake City and other one flying in zig zag pattern,3/19/09,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90717,90717,2/28/09 20:00,Huntsville,about a half hour,"An object that ommitted a very bright light, almost looked like it had three lights on it.  ((NUFORC Note:  We suspect Venus.  PD))",3/19/09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90718,90718,2/27/09 19:10,Salt Lake City,"3, 4 1/2, 5 seconds each","UFO's..... I seen over Salt Lake City, Utah, Feb. 27, 2009!!!",3/19/09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90719,90719,1/27/09 14:53,West Jordan,A few seconds,"UFO seen in West Jordan, UT",3/19/09,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90720,90720,1/10/09 18:10,Bountiful,several minutes,Falling star like light object making erratic maneuvers,3/19/09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90721,90721,1/4/09 18:45,West Valley City,over an hr in a half,bright star like object white and kinda yellowish for two hours,1/10/09,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90722,90722,12/31/08 09:15,Ogden,5 minutes,Large spherical craft with 2 lights rotating around the object,1/10/09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90723,90723,12/14/08 01:38,Orem,1 second,white orbs flying  at extreme speeds  showing up out of thin air.,1/10/09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90725,90725,11/14/08 23:50,Salt Lake City,12 seconds,Eastern Salt Lake City disappearing light sighting.,1/10/09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90726,90726,11/14/08 08:40,Beaver,10 Minutes,Bright Stationary object in the sky above Beaver Utah during early morning 8:40 AM,1/10/09,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90727,90727,11/1/08 21:03,St. George,32 minutes,Triangle-shape with orange lights with small one leaving large one.,1/10/09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90728,90728,10/16/08 21:10,St. George,2 minutes,Bright balls of light over St. George and near the radio tower,10/31/08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90729,90729,10/15/08 20:00,St. George (over),aprox. 20 minutes,"Very large bright lights, equal brightness and distance moved at high speed across desert sky. NOT A PLANE.",10/31/08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90730,90730,10/15/08 16:00,Cedar City,30 seconds,"Pure white, floating 747  or 737.",5/12/09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90731,90731,10/8/08 19:30,Cisco,5 min,bright light serpitenes across eastern utah night sky. did you also see it??,10/31/08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90732,90732,9/27/08 23:20,Clinton,6 seconds,triangle shaped craft with 3 large lights in the corners traveling 800+ mph with no sound.,10/31/08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90733,90733,9/20/08 16:00,Clearfield,30 seconds or so,Two white objects flying north and then south below Francis Peak.,10/31/08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
90734,90734,8/28/08 21:20,Draper,30 min,"Triangular, shadowy, silent shapes moving south across the Draper sky",10/31/08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90735,90735,8/28/08 21:00,Orem,30 Sec,Silent translucent triangle,10/31/08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90736,90736,8/22/08 23:00,Provo,1 hour,On 8/22/08 in Provo Utah we saw many chevron shaped groupings of rapidly moving clusters  of bright crafts.,10/31/08,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90737,90737,8/22/08 22:15,West Valley City,3 seconds,I saw a semi transparent  swept wing object travel from north to south in about two to three seconds that covered part of ursa major.,10/31/08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90739,90739,8/10/08 22:30,Murray,30 seconds,Crescent shaped object approx size of a van moving west to east 60 feet in the air approx 30 mph.,10/31/08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90740,90740,7/3/08 23:00,Roosevelt,at least 4 hours,UFO caught on tape,8/5/09,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90741,90741,6/12/08 03:18,Alpine,2 minutes,we were laying on a trampoline gazing at the stars when we saw six bright lights moving in a cluster. They were moving at a moderate sp,7/5/08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
90742,90742,6/10/08 09:57,Taylorsville,3 min.,"Two multiple UFO sighting in SLC, UT. Two objects in first sighting, three in the second.",6/12/08,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90743,90743,4/26/08 20:45,Salt Lake City,10 minutes,OBJECT AT FL200 MASKING IN A CLOUD PACING AIRLINER,6/12/08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90744,90744,4/17/08 17:00,Salt Lake City,1 minute,Greyish Kite looking object over Salt Lake,6/12/08,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90745,90745,4/13/08 15:00,Salt Lake,15 Minutes,Bright stationary/slow moving star in daylight,6/12/08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90746,90746,3/26/08 21:00,Kaysville,5 Minutes,"Hearing a jet engine at an unusual time at night, looked out window and found it was chasing a flashing light.",3/31/08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90748,90748,2/16/08 20:20,Hurricane,3 seconds,"Neon green saucer with white trail falling rapidly at 45 degree angle over mountains west of Hurricane, Utah",3/4/08,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90749,90749,1/23/08 14:40,St. George,20 min,3 objects hanging above St. George,2/14/08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90750,90750,1/21/08 10:15,Lehi,5sec,2 blue ovals 1 big blue light shot threw the ovals and a big light came and evrey thing vanished like nothing happend!,6/12/08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90751,90751,12/23/07 23:00,Bountiful,9-10 minutes,Stationary lights in formation above the Great Salt Lake.,3/4/08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
90752,90752,11/6/07 20:55,Cedar,09:00pm,"very scary, and mysterious",11/28/07,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90753,90753,11/2/07 21:00,Eagle Mountain,45-60 seconds,"November 2nd, 2007 we saw a huge black triangular-shaped craft fly over us in Eagle Mountain, Utah.",3/4/08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90754,90754,10/12/07 00:20,Ogden,10 seconds,Large Triangle space craft seen from Northern Utah Traveling South out of the North sky 10-12-07 at 12:20am,11/28/07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90755,90755,9/4/07 22:00,Salt Lake City,15 minutes,Extremely large black triangle silently hovering with three round lights in each corner on the bottom seen very up close.,5/2/11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90756,90756,9/1/07 23:30,West Valley/I-80,1.5 hours,"2 seperate sets of flashing lights in a triagle formation.  ((NUFORC Note:  The planet, Jupiter, is in the southwest sky.  PD))",10/8/07,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90757,90757,8/28/07 09:37,Orem,3min,two amorphous flying objects,10/8/07,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90758,90758,8/28/07 01:00,Neola,5 min,A Ufo in the sky.,10/8/07,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90759,90759,8/20/07 20:00,West Valley,30 seconds,"UFO crosses aircraft landing pattern in Salt Lake City, August 2007",10/31/08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90760,90760,8/18/07 17:00,Glendale,5 minutes,Floating silver object over Utah.,7/5/08,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90761,90761,8/11/07 22:30,Draper,1 minute,Green flashes with booms in the night sky.,8/14/07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90762,90762,8/9/07 11:00,Green River,5 min.,"A good friend and I were traveling westbound on I-70 a few miles west of Green River, Utah as we had just stopped to gas up there. We w",10/8/07,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90763,90763,8/8/07 17:05,Moab (near),Momentary,A spherical object with an annulus surrounding appeared in a photo that was taken of rock formations in Utah.,10/8/07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90764,90764,8/8/07 02:20,Salt Lake City,40 minutes,stationary red and blue flashing lights in eastern Salt Lake City sky,8/14/07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90765,90765,8/7/07 23:48,Tooele,5 -7 seconds,"Very high, very fast, and in a unique shape.",8/14/07,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90766,90766,8/7/07 10:00,Lake Powell,None,"Bright Oval object over Lake Powell, Utah",10/8/07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90767,90767,7/24/07 22:00,Escalante,5 minutes,"I SAW A UFO,and I KNOW IT.",1/10/09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90768,90768,7/17/07 19:30,West Jordan,30 seconds,12-15 Orbs in the sky just before a small storm,8/7/07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90769,90769,7/13/07 20:00,Salt Lake City,<2 minutes,"Two Cloud like Oval objects came out of the Clouds over the Wasatch Mountains, Salt Lake City, Utah!!!",8/7/07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90770,90770,7/5/07 15:20,Mapleton (nearby),20 Seconds,"Grey Oval over interstate 15, Utah County",8/7/07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90771,90771,7/5/07 01:47,Sandy,15 seconds,Shadowy triangle that was invisible unless you were looking at it from a certain angle,11/28/07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90772,90772,7/2/07 23:58,St. George,15 seconds,Walking home from the park when i saw...,8/7/07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90773,90773,6/26/07 21:45,Orem,5minutes,Sattelite looking UFO stops suddenly,10/31/08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90774,90774,6/20/07 11:30,Monroe,15 minutes,UFO's shooting at each other.,9/24/12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90775,90775,6/18/07 04:45,Salt Lake City,5 SECONDS,Green Fireball in Salt Lake.,8/7/07,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90776,90776,6/15/07 21:07,Provo,20 seconds,Silver or white blimp-shaped object went behind Wasatch Mountains and out of sight.,8/7/07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90777,90777,6/13/07 07:35,Salt Lake City,unknown,"Torpedo-like object in sky near State Street and I-80 in Salt Lake City, Utah",8/7/07,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90778,90778,5/1/07 15:00,Monument Valley,one second,"Strange object in Monument Valley, Utah *May 2007* Not detected by naked eye.",6/12/08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90779,90779,4/17/07 21:00,Coyote Gulch (Escalante River) (southern Utah),4 sec,Teardrop shape pulse of light from stationary dot of light.,6/12/07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90780,90780,3/11/07 13:30,Kamas,3hours,((HOAX??))  red light that was on the grond  that went fast in kamas ut,8/14/07,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90782,90782,3/9/07 06:45,Salt Lake City,4 seconds,Ball of orange light in morning sky over Salt Lake City,4/27/07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90783,90783,3/1/07 06:00,Salt Lake City,1 minute,"Black Manta Ray shaped U.F.O. seen flying over the 1300 light rail staion in Salt Lake City, Utah during the winter of 2007.",1/10/14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90784,90784,2/13/07 22:30,Salt Lake City,1 min,Odd flash of bluish-green light,2/24/07,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
