,Unnamed: 0,Unnamed: 0.1,status_id,created_at,user_id,screen_name,text,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,quoted_created_at,quoted_source,quoted_favorite_count,quoted_retweet_count,quoted_user_id,quoted_screen_name,quoted_name,quoted_followers_count,quoted_friends_count,quoted_statuses_count,quoted_location,quoted_description,quoted_verified,retweet_status_id,retweet_text,retweet_created_at,retweet_source,retweet_favorite_count,retweet_user_id,retweet_screen_name,retweet_name,retweet_followers_count,retweet_friends_count,retweet_statuses_count,retweet_location,retweet_description,retweet_verified,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,sentiment_polarity,sentiment_subjectivity,sentence,found_flag
0,0,182,x15518022208,2010-06-05 23:33:42,x25073877,realDonaldTrump,Tonight I trade places with Larry King @kingsthings and interview him on the 25th anniversary of his show. 9PM on CNN featuring best clips.,Twitter Web Client,139,,,,False,False,7,31,,,,,,,,,,,,,,x22685200,kingsthings,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.3,Tonight I trade places with Larry King kingsthings and interview him on the 25th anniversary of his show 9PM on CNN featuring best clips,1
1,1,247,x151767567604781058,2011-12-27 20:53:02,x25073877,realDonaldTrump,"The Keystone pipeline will create 20,000 jobs and lower gas prices. But Obama says No. Dumb.",Twitter Web Client,92,,,,False,False,48,391,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1875,0.5,The Keystone pipeline will create 20 000 jobs and lower gas prices But Obama says No Dumb,1
2,2,261,x149956201868824576,2011-12-22 20:55:19,x25073877,realDonaldTrump,The safest way to preserve Medicare is with a robust and vibrant economy. We should lower corporate and capital gain taxes immediately.,Twitter Web Client,135,,,,False,False,17,89,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08333333333333333,0.16666666666666666,The safest way to preserve Medicare is with a robust and vibrant economy We should lower corporate and capital gain taxes immediately,1
3,3,281,x149943749844271106,2011-12-22 20:05:50,x25073877,realDonaldTrump,"“The thing about high corporate tax rates is that, in the end, companies aren’t the ones who foot the bill, consumers do.” #TimeToGetTough",Twitter Web Client,138,,,,False,False,17,159,TimeToGetTough,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.26999999999999996,The thing about high corporate tax rates is that in the end companies aren the ones who foot the bill consumers do,1
4,4,308,x141256304068014080,2011-11-28 20:45:01,x25073877,realDonaldTrump,Third quarter GDP was lowered to 2% . There won't be any economic recovery until @BarackObama is defeated.,TweetDeck,106,,,,False,False,14,175,,,,,,,,,,,,,,x813286,BarackObama,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,Third quarter GDP was lowered to 2 There wo not be any economic recovery until BarackObama is defeated,1
5,5,390,x142643435910864896,2011-12-02 16:36:59,x25073877,realDonaldTrump,"The new job figures don't include 315,000 people who have given up looking for jobs.",TweetDeck,84,,,,False,False,9,190,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13636363636363635,0.45454545454545453,The new job figures do not include 315 000 people who have given up looking for jobs,1
6,6,479,x138622911417286656,2011-11-21 14:20:52,x25073877,realDonaldTrump,The Super Committee is finding ways to raise all our taxes without admitting it. The Republicans made a big mistake agreeing to this deal.,TweetDeck,138,,,,False,False,13,112,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,0.3833333333333333,The Super Committee is finding ways to raise all our taxes without admitting it The Republicans made a big mistake agreeing to this deal,1
7,7,491,x135090433889021953,2011-11-11 20:24:03,x25073877,realDonaldTrump,October has a 7% foreclosure increase last month. Is this @BarackObama’s economic recovery?,Twitter Web Client,91,,,,False,False,13,139,,,,,,,,,,,,,,x813286,BarackObama,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.13333333333333333,October has a 7 foreclosure increase last month Is this BarackObama s economic recovery,1
8,8,509,x121299808995647490,2011-10-04 19:05:02,x25073877,realDonaldTrump,Our national debt has grown by 30% and a gallon of gas has doubled so far under @BarackObama. He is a disaster.,TweetDeck,111,,,,False,False,42,668,,,,,,,,,,,,,,x813286,BarackObama,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1.0,Our national debt has grown by 30 and a gallon of gas has doubled so far under BarackObama He is a disaster,1
9,9,574,x125923291591475200,2011-10-17 13:17:06,x25073877,realDonaldTrump,China's military buildup is a major threat to the Free World. We must remain resolute and maintain our national defense at all costs.,TweetDeck,133,,,,False,False,16,148,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12083333333333335,0.4666666666666666,China is military buildup is a major threat to the Free World We must remain resolute and maintain our national defense at all costs,1
10,10,586,x128842852439564288,2011-10-25 14:38:24,x25073877,realDonaldTrump,Printing money is neither a short or long term solution to our country's economic woes. The Fed is destroyin… (cont) http://t.co/ndVdVB88,TweetDeck,137,,,,False,False,17,127,,,deck.ly/~lLQsV,http://t.co/ndVdVB88,http://deck.ly/~lLQsV,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05000000000000001,0.3,Printing money is neither a short or long term solution to our country is economic woes The Fed is destroyin,1
11,11,596,x123809009470930944,2011-10-11 17:15:42,x25073877,realDonaldTrump,The only way to spread economic growth is to lower taxes and end unfriendly regulatory practices.,TweetDeck,97,,,,False,False,31,236,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.6,The only way to spread economic growth is to lower taxes and end unfriendly regulatory practices,1
12,12,599,x124893943602229250,2011-10-14 17:06:51,x25073877,realDonaldTrump,If the Wall Street protesters are upset about the economy then they should really be protesting @BarackObama at the White House.,TweetDeck,128,,,,False,False,45,496,,,,,,,,,,,,,,x813286,BarackObama,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,If the Wall Street protesters are upset about the economy then they should really be protesting BarackObama at the White House,1
13,13,604,x112219062934839296,2011-09-09 17:41:24,x25073877,realDonaldTrump,"I watched POTUS speech from Europe---same old ""tax and spend"" won't create jobs.",TweetDeck,80,,,,False,False,17,86,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.1625,I watched POTUS speech from Europe same old tax and spend wo not create jobs,1
14,14,609,x115838656694075393,2011-09-19 17:24:22,x25073877,realDonaldTrump,How will raising taxes create jobs? Washington is all out of answers. New leadership is needed.,TweetDeck,95,,,,False,False,24,331,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13636363636363635,0.45454545454545453,How will raising taxes create jobs Washington is all out of answers New leadership is needed,1
15,15,641,x114811039996063744,2011-09-16 21:20:59,x25073877,realDonaldTrump,If China had a tenth of the natural resources we do then they would already be energy independent. Instead we continue to buy oil from OPEC.,Twitter Web Client,140,,,,False,False,30,214,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.2625,If China had a tenth of the natural resources we do then they would already be energy independent Instead we continue to buy oil from OPEC,1
16,16,673,x116934381783887872,2011-09-22 17:58:23,x25073877,realDonaldTrump,Now is no time to cut military spending. We must remain strong. Our enemies are looking for weakness. I'm i… (cont) http://t.co/dYUAtftL,TweetDeck,136,,,,False,False,9,110,,,deck.ly/~LerG4,http://t.co/dYUAtftL,http://deck.ly/~LerG4,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666663,0.41666666666666663,Now is no time to cut military spending We must remain strong Our enemies are looking for weakness i am i,1
17,17,686,x111831411262099458,2011-09-08 16:01:00,x25073877,realDonaldTrump,If only speeches could create jobs then @BarackObama wouldn't have such a dismal economic record.,TweetDeck,97,,,,False,False,59,592,,,,,,,,,,,,,,x813286,BarackObama,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06666666666666667,0.5666666666666667,If only speeches could create jobs then BarackObama would not have such a dismal economic record,1
18,18,716,x100585254401748992,2011-08-08 15:12:48,x25073877,realDonaldTrump,The S&P downgrade is a direct result of @BarackObama's increased reckless budget spending and Obama Care. He owns this.,TweetDeck,119,,,,False,False,31,513,,,,,,,,,,,,,,x813286,BarackObama,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.4,The S P downgrade is a direct result of BarackObama is increased reckless budget spending and Obama Care He owns this,1
19,19,724,x106776880354557953,2011-08-25 17:16:06,x25073877,realDonaldTrump,"China's corporate espionage is a continued threat to the American economy. With the right leadership, it can be stopped.",TweetDeck,120,,,,False,False,18,129,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09523809523809523,0.17857142857142858,China is corporate espionage is a continued threat to the American economy With the right leadership it can be stopped,1
20,20,782,x98474279192113153,2011-08-02 19:24:32,x25073877,realDonaldTrump,"The more you learn about the debt deal, the worse it gets.",TweetDeck,58,,,,False,False,39,187,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999999999,0.55,The more you learn about the debt deal the worse it gets,1
21,21,852,x97324637268099072,2011-07-30 15:16:16,x25073877,realDonaldTrump,We need economic growth and jobs not blue ribbon panels to study the problem.,Twitter Web Client,77,,,,False,False,35,251,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.15000000000000002,We need economic growth and jobs not blue ribbon panels to study the problem,1
22,22,897,x91954652018511873,2011-07-15 19:37:52,x25073877,realDonaldTrump,"@marcorubio is right. We need to create more taxpayers, not more taxes. CUT, CAP AND BALANCE.  http://t.co/8mkUcG8",Twitter Web Client,114,,x15745368,marcorubio,False,False,6,81,,,onforb.es/pBvGuq,http://t.co/8mkUcG8,http://onforb.es/pBvGuq,,,,,,,,,x15745368,marcorubio,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17857142857142858,0.5119047619047619,marcorubio is right We need to create more taxpayers not more taxes CUT CAP AND BALANCE,1
23,23,937,x284748270494961665,2012-12-28 19:50:52,x25073877,realDonaldTrump,Obama wants taxes to go up so he can take credit for lowering them next year.,Twitter Web Client,77,,,,False,False,289,855,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.05,Obama wants taxes to go up so he can take credit for lowering them next year,1
24,24,953,x284761957670727681,2012-12-28 20:45:15,x25073877,realDonaldTrump,Raising the capital gains tax in this fragile economic time is the dumbest thing Washington could do.  So they will probably do it.,Twitter Web Client,131,,,,False,False,151,562,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.35,Raising the capital gains tax in this fragile economic time is the dumbest thing Washington could do So they will probably do it,1
25,25,1505,x268448676060463104,2012-11-13 20:22:06,x25073877,realDonaldTrump,General Petreus and his family are paying a big price!,Twitter Web Client,54,,,,False,False,47,64,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02500000000000001,0.3,General Petreus and his family are paying a big price,1
26,26,1514,x268824557526319104,2012-11-14 21:15:43,x25073877,realDonaldTrump,Busy day—working on buying a major property—and creating lots of jobs.,Twitter Web Client,70,,,,False,False,406,386,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08125,0.4,Busy day working on buying a major property and creating lots of jobs,1
27,27,1886,x263329165997113344,2012-10-30 17:19:00,x25073877,realDonaldTrump,These last 4 years have not had a single quarter over 4% GDP. Obama has overseen the weakest economic recovery in American history.,Twitter Web Client,131,,,,False,False,68,483,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03214285714285715,0.12023809523809524,These last 4 years have not had a single quarter over 4 GDP Obama has overseen the weakest economic recovery in American history,1
28,28,1897,x263353955483004929,2012-10-30 18:57:30,x25073877,realDonaldTrump,Scary.  Obama and the Democrat Senate have accrued over $5T worth of debt without passing a budget in the last 3 years.  4 more years?,Twitter Web Client,134,,,,False,False,121,727,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,0.4166666666666667,Scary Obama and the Democrat Senate have accrued over 5T worth of debt without passing a budget in the last 3 years 4 more years,1
29,29,2021,x260494546318807040,2012-10-22 21:35:14,x25073877,realDonaldTrump,Former Obama White House economic adviser @Austan_Goolsbee gave his old boss a 'C' on the economy http://t.co/6rzfGjMM  Pretty generous!,Twitter Web Client,136,,,,False,False,23,154,,,bit.ly/QNfVKT,http://t.co/6rzfGjMM,http://bit.ly/QNfVKT,,,,,,,,,x217284148,Austan_Goolsbee,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11000000000000001,0.27999999999999997,Former Obama White House economic adviser Goolsbee gave his old boss a C on the economy 6rzfGjMM Pretty generous,1
30,30,2026,x260775748900618240,2012-10-23 16:12:38,x25073877,realDonaldTrump,"The military and Navy Seals should be given more credit for Bin Laden's death, not Obama, who works hard to take (cont) http://t.co/Awn3F7tS",TwitLonger Beta,140,,,,False,False,140,432,,,tl.gd/jocsdf,http://t.co/Awn3F7tS,http://tl.gd/jocsdf,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036111111111111115,0.38055555555555554,The military and Navy Seals should be given more credit for Bin Laden is death not Obama who works hard to take,1
31,31,2139,x258669445763969024,2012-10-17 20:42:56,x25073877,realDonaldTrump,Mitt's proposed tax cuts for the middle class will spur record economic growth.,Twitter Web Client,79,,,,False,False,116,563,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,Mitt is proposed tax cuts for the middle class will spur record economic growth,1
32,32,2314,x255766290885656576,2012-10-09 20:26:50,x25073877,realDonaldTrump,"With these record high gas prices, what does it say about Obama that he was trying to brag about his energy policy in the debate?",Twitter Web Client,129,,,,False,False,48,271,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.5399999999999999,With these record high gas prices what does it say about Obama that he was trying to brag about his energy policy in the debate,1
33,33,2407,x253847285853724672,2012-10-04 13:21:23,x25073877,realDonaldTrump,"Wind farms are ugly, not cost effective and don't produce worthwhile returns or energy. No wonder governments are giving up on them.",Twitter Web Client,132,,,,False,False,83,247,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13333333333333333,0.7666666666666666,Wind farms are ugly not cost effective and do not produce worthwhile returns or energy No wonder governments are giving up on them,1
34,34,2410,x251767534234238976,2012-09-28 19:37:12,x25073877,realDonaldTrump,"If you live in a state with early voting, you should be voting as soon as possible. Bring your friends and family with you.",Twitter Web Client,123,,,,False,False,32,169,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07878787878787878,0.6,If you live in a state with early voting you should be voting as soon as possible Bring your friends and family with you,1
35,35,2422,x251752835904045056,2012-09-28 18:38:48,x25073877,realDonaldTrump,Brits spent $57.8M on the royal family. Obamas cost us $1.4B in expenses--including entertainment http://t.co/G2Nvr2ZH Living large on us.,Twitter Web Client,138,,,,False,False,101,853,,,thedc.com/P9pDX2,http://t.co/G2Nvr2ZH,http://thedc.com/P9pDX2,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057142857142857134,0.2642857142857143,Brits spent 57 8M on the royal family Obamas cost us 1 4B in expenses including entertainment G2Nvr2ZH Living large on us,1
36,36,2428,x252874018955354114,2012-10-01 20:53:58,x25073877,realDonaldTrump,Obama deserves much less credit for the killing of Bin Laden. The praise goes to our brave military and intelligence officers.,Twitter Web Client,126,,,,False,False,211,728,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1777777777777778,0.3888888888888889,Obama deserves much less credit for the killing of Bin Laden The praise goes to our brave military and intelligence officers,1
37,37,2466,x253485490605531136,2012-10-03 13:23:45,x25073877,realDonaldTrump,Where is the main stream media reporting on Univision's new expose of Fast and Furious? Too busy looking at Mitt's taxes?,Twitter Web Client,121,,,,False,False,53,299,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15075757575757573,0.42196969696969694,Where is the main stream media reporting on Univision is new expose of Fast and Furious Too busy looking at Mitt is taxes,1
38,38,2722,x243773528682397697,2012-09-06 18:11:52,x25073877,realDonaldTrump,After @BarackObama's speech tonight--which should be well delivered--reality will hit Friday morning when the new jobs report is released.,Twitter Web Client,138,,,,False,False,33,208,,,,,,,,,,,,,,x813286,BarackObama,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13636363636363635,0.45454545454545453,After BarackObama is speech tonight which should be well delivered reality will hit Friday morning when the new jobs report is released,1
39,39,2741,x245867127804932096,2012-09-12 12:51:05,x25073877,realDonaldTrump,Why is the Pentagon wasting precious dollars on going 'green.' Complete waste. We need the best &amp; easiest fuel for our military.,Twitter Web Client,132,,,,False,False,37,185,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18333333333333332,0.35000000000000003,Why is the Pentagon wasting precious dollars on going green Complete waste We need the best amp easiest fuel for our military,1
40,40,2755,x245544267739705346,2012-09-11 15:28:10,x25073877,realDonaldTrump,"Obama called August's job report ""progress."" Overall, 96K new jobs &amp; over 173K new people on food stamps
http://t.co/OD3nBmsK",Twitter Web Client,129,,,,False,False,28,265,,,bit.ly/St2Mgg,http://t.co/OD3nBmsK,http://bit.ly/St2Mgg,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0909090909090909,0.30303030303030304,Obama called August is job report progress Overall 96K new jobs amp over 173K new people on food stamps,1
41,41,2783,x245985117271642112,2012-09-12 20:39:56,x25073877,realDonaldTrump,Our $16T national debt is now bigger than our $15T GDP. If Obama is re-elected watch for an economic meltdown in 2013.,Twitter Web Client,118,,,,False,False,47,540,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.35,Our 16T national debt is now bigger than our 15T GDP If Obama is re elected watch for an economic meltdown in 2013,1
42,42,2837,x243079812372127744,2012-09-04 20:15:18,x25073877,realDonaldTrump,"With our national debt passing $16T during the @DNC convention, @BarackObama has amassed more debt than the first 42 presidents. Scary.",Twitter Web Client,135,,,,False,False,82,708,,,,,,,,,,,,,,x722793491059769344 813286,DNC BarackObama,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08333333333333333,0.611111111111111,With our national debt passing 16T during the DNC convention BarackObama has amassed more debt than the first 42 presidents Scary,1
43,43,2961,x236544004798423040,2012-08-17 19:24:20,x25073877,realDonaldTrump,"If @BarackObama really loved this country, he wouldn't be destroying it. He has ruined our credit and killed jobs with ObamaCare.",Twitter Web Client,129,,,,False,False,74,421,,,,,,,,,,,,,,x813286,BarackObama,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09999999999999998,0.26666666666666666,If BarackObama really loved this country he would not be destroying it He has ruined our credit and killed jobs with ObamaCare,1
44,44,2981,x238002684563714049,2012-08-21 20:00:36,x25073877,realDonaldTrump,"Every economic climate, whether an uptick or downturn, presents new opportunities and challenges.",Twitter Web Client,97,,,,False,False,47,176,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16818181818181818,0.32727272727272727,Every economic climate whether an uptick or downturn presents new opportunities and challenges,1
45,45,3052,x233550549017051136,2012-08-09 13:09:24,x25073877,realDonaldTrump,"Job openings are at a 4 year high but businesses aren't hiring http://t.co/hdeJacWE  Why? ObamaCare, US debt &amp; @BarackObama's tax plan.",Twitter Web Client,139,,,,False,False,14,118,,,reut.rs/Ndm7Od,http://t.co/hdeJacWE,http://reut.rs/Ndm7Od,,,,,,,,,x813286,BarackObama,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.5399999999999999,Job openings are at a 4 year high but businesses are not hiring hdeJacWE Why ObamaCare US debt amp BarackObama is tax plan,1
46,46,3106,x230285609250484224,2012-07-31 12:55:42,x25073877,realDonaldTrump,Not only does ObamaCare have at least 21 new taxes but it will lead to a tremendous doctor shortfall.,Twitter Web Client,101,,,,False,False,33,289,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04242424242424242,0.7136363636363636,Not only does ObamaCare have at least 21 new taxes but it will lead to a tremendous doctor shortfall,1
47,47,3128,x232923697009278976,2012-08-07 19:38:31,x25073877,realDonaldTrump,A 'confidential source' has called my office and told me that @BarackObama has added over $6T to the new national debt &amp;  ruined US credit.,Twitter Web Client,143,,,,False,False,70,404,,,,,,,,,,,,,,x813286,BarackObama,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13636363636363635,0.45454545454545453,A confidential source has called my office and told me that BarackObama has added over 6T to the new national debt amp ruined US credit,1
48,48,3144,x228221920963862531,2012-07-25 20:15:20,x25073877,realDonaldTrump,US Gov't is on the hook for more than a third of the world's entire debt &amp; we wonder why China &amp; OPEC are laughing all the way to the bank!,Twitter Web Client,147,,,,False,False,27,199,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,0.375,US Gov is on the hook for more than a third of the world is entire debt amp we wonder why China amp OPEC are laughing all the way to the bank,1
49,49,3161,x231057112099323904,2012-08-02 16:01:23,x25073877,realDonaldTrump,The U.S. manufacturing sector has suffered its greatest order losses under @BarackObama. He has stood idle while China steals our jobs.,Twitter Web Client,135,,,,False,False,20,164,,,,,,,,,,,,,,x813286,BarackObama,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,The U S manufacturing sector has suffered its greatest order losses under BarackObama He has stood idle while China steals our jobs,1
50,50,3204,x226057124382396417,2012-07-19 20:53:13,x25073877,realDonaldTrump,.@BarackObama economic gloom: jobless claims have surged http://t.co/3KgJncEM while factory activity is (cont) http://t.co/ZEZYhUA4,TwitLonger Beta,131,,,,False,False,6,41,,,bit.ly/NTXCS3 tl.gd/idlc1j,http://t.co/3KgJncEM http://t.co/ZEZYhUA4,http://bit.ly/NTXCS3 http://tl.gd/idlc1j,,,,,,,,,x813286,BarackObama,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03333333333333334,0.16666666666666669,BarackObama economic gloom jobless claims have surged 3KgJncEM while factory activity is,1
51,51,3209,x226002337750188033,2012-07-19 17:15:30,x25073877,realDonaldTrump,"Since @BarackObama is on such a ""transparency"" kick--how about releasing Fast &amp; Furious info to Brian Terry's family?
http://t.co/dAFnZBvA",Twitter Web Client,142,,,,False,False,28,255,,,bit.ly/NyxxZS,http://t.co/dAFnZBvA,http://bit.ly/NyxxZS,,,,,,,,,x813286,BarackObama,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.55,Since BarackObama is on such a transparency kick how about releasing Fast amp Furious info to Brian Terry is family,1
52,52,3269,x227475624476954624,2012-07-23 18:49:49,x25073877,realDonaldTrump,Hypocrite--@BarackObama has major investments in companies that are outsourcing jobs overseas http://t.co/tleFMljT,Twitter Web Client,114,,,,False,False,52,334,,,bit.ly/NSJJY1,http://t.co/tleFMljT,http://bit.ly/NSJJY1,,,,,,,,,x813286,BarackObama,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,0.5,Hypocrite BarackObama has major investments in companies that are outsourcing jobs overseas,1
53,53,3454,x212568789307494403,2012-06-12 15:35:23,x25073877,realDonaldTrump,"Sadly, it took a hit &amp; run auto accident to make us aware of who our Secretary of Commerce is--and such an important position!",Twitter Web Client,130,,,,False,False,19,102,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037500000000000006,0.6875,Sadly it took a hit amp run auto accident to make us aware of who our Secretary of Commerce is and such an important position,1
54,54,3455,x210810676317396992,2012-06-07 19:09:16,x25073877,realDonaldTrump,Shock--even more @BarackObama solar corruption. @VPBiden's chief of staff's firm got biggest DOE loan. http://t.co/DHDYkWB2,Twitter Web Client,123,,,,False,False,7,72,,,bit.ly/KXcEJw,http://t.co/DHDYkWB2,http://bit.ly/KXcEJw,,,,,,,,,x813286 792036295581270016,BarackObama VPBiden,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.45,Shock even more BarackObama solar corruption VPBiden is chief of staff is firm got biggest DOE loan,1
55,55,3456,x215817662998126593,2012-06-21 14:45:15,x25073877,realDonaldTrump,"Rape is a huge problem in the U.S. military. Over 19,000 rapes last year.",Twitter Web Client,73,,,,False,False,45,213,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10000000000000002,0.35555555555555557,Rape is a huge problem in the U S military Over 19 000 rapes last year,1
56,56,3606,x205020507781865472,2012-05-22 19:41:12,x25073877,realDonaldTrump,China is now given preference to buy US debt by going directly to Treasury. I don't believe @BarackObama knows that he selling us out.,Twitter Web Client,134,,,,False,False,14,164,,,,,,,,,,,,,,x813286,BarackObama,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.4,China is now given preference to buy US debt by going directly to Treasury I do not believe BarackObama knows that he selling us out,1
57,57,3641,x200303086663766016,2012-05-09 19:15:51,x25073877,realDonaldTrump,Gas prices are still too high. We really need to pressure OPEC to lower the price of oil.,Twitter Web Client,89,,,,False,False,45,180,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.37,Gas prices are still too high We really need to pressure OPEC to lower the price of oil,1
58,58,3750,x195207050261823493,2012-04-25 17:46:02,x25073877,realDonaldTrump,"""Right now, we are running a massive $300 billion trade deficit with China. That means every year. 
China is (cont) http://t.co/vcvETg5z",TwitLonger Beta,136,,,,False,False,12,91,,,tl.gd/h55j1d,http://t.co/vcvETg5z,http://tl.gd/h55j1d,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,0.7678571428571428,Right now we are running a massive 300 billion trade deficit with China That means every year China is,1
