,Unnamed: 0,Unnamed: 0.1,status_id,created_at,user_id,screen_name,text,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,quoted_created_at,quoted_source,quoted_favorite_count,quoted_retweet_count,quoted_user_id,quoted_screen_name,quoted_name,quoted_followers_count,quoted_friends_count,quoted_statuses_count,quoted_location,quoted_description,quoted_verified,retweet_status_id,retweet_text,retweet_created_at,retweet_source,retweet_favorite_count,retweet_user_id,retweet_screen_name,retweet_name,retweet_followers_count,retweet_friends_count,retweet_statuses_count,retweet_location,retweet_description,retweet_verified,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,sentiment_polarity,sentiment_subjectivity,sentence,found_flag
109,109,6512,x372944249375162368,2013-08-29 04:50:12,x25073877,realDonaldTrump,"That said, the rich Arab countries should get involved with the Syrian mess, not us.We should start rebuilding our own country &amp; military.",Twitter for Android,142,,,,False,False,497,575,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17500000000000002,0.50625,That said the rich Arab countries should get involved with the Syrian mess not us We should start rebuilding our own country amp military,1
110,110,6528,x373056118811295744,2013-08-29 12:14:44,x25073877,realDonaldTrump,"I wonder what the great generals like Patton, the big M, or Robert E. LEE would have thought about our stupid broadcasting of an attack?",Twitter for Android,136,,,,False,False,235,276,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.700743415417188e-17,0.6166666666666667,I wonder what the great generals like Patton the big M or Robert E LEE would have thought about our stupid broadcasting of an attack,1
111,111,7098,x364530078895837184,2013-08-05 23:35:18,x25073877,realDonaldTrump,We.signed our deal to take over the historic Old Post Office on Pennsylvania Ave. from the U.S. and convert it into super luxury hotel-jobs!,Twitter for Android,140,,,,False,False,95,117,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14444444444444446,0.2888888888888889,We signed our deal to take over the historic Old Post Office on Pennsylvania Ave from the U S and convert it into super luxury hotel jobs,1
112,112,7253,x360827239169929216,2013-07-26 18:21:32,x25073877,realDonaldTrump,The new reality – China’s demand for oil now controls the market http://t.co/lqKTTsyCoQ  And OPEC gets away with ripping us off at $105!,Twitter Web Client,136,,,,False,False,17,71,,,bit.ly/13dTKD1,http://t.co/lqKTTsyCoQ,http://bit.ly/13dTKD1,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13636363636363635,0.45454545454545453,The new reality China s demand for oil now controls the market lqKTTsyCoQ And OPEC gets away with ripping us off at 105,1
113,113,7319,x360413647228518403,2013-07-25 14:58:04,x25073877,realDonaldTrump,"@purplerapezebra                    
""@realDonaldTrump also new products. they are going back to the pre steve jobs days."" And I have stock",Twitter Web Client,139,,,,False,False,2,2,,,,,,,,,,,,,,x25073877,realDonaldTrump,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06818181818181818,0.22727272727272727,purplerapezebra realDonaldTrump also new products they are going back to the pre steve jobs days And I have,1
114,114,7601,x357200795172749312,2013-07-16 18:11:20,x25073877,realDonaldTrump,Consumer prices rose in June due to OPEC http://t.co/WIp3fMm2DI OPEC continues to rip off hard working American families daily.,Twitter Web Client,127,,,,False,False,18,45,,,bit.ly/18iRrUl,http://t.co/WIp3fMm2DI,http://bit.ly/18iRrUl,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03666666666666666,0.37333333333333335,Consumer prices rose in June due to OPEC WIp3fMm2DI OPEC continues to rip off hard working American families daily,1
115,115,7623,x357317660683403265,2013-07-17 01:55:43,x25073877,realDonaldTrump,"""@DatDudeHead: @realDonaldTrump mr trump would open up the keystone pipeline if he were prez bc he makes things happen. #trump2016""  True.",Twitter for Android,138,,,,False,False,25,27,trump2016,,,,,,,,,,,,,x1577624251 25073877,DatDudeHead realDonaldTrump,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175,0.575,DatDudeHead realDonaldTrump mr trump would open up the keystone pipeline if he were prez bc he makes things happen trump2016 True,1
116,116,7801,x354938535322714113,2013-07-10 12:21:55,x25073877,realDonaldTrump,Eliot Spitzer was a horrible Governor and A.G. who ruined many good people and cost the Country billions of dollars in losses (and jobs).,Twitter for Android,137,,,,False,False,40,95,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06666666666666665,0.7000000000000001,Eliot Spitzer was a horrible Governor and A G who ruined many good people and cost the Country billions of dollars in losses and jobs,1
117,117,7946,x353225019561738240,2013-07-05 18:53:01,x25073877,realDonaldTrump,"""@sirtyro: @realDonaldTrump How do you keep energy high &amp; positive mind when it feels like you're failing in business?"" Never think failure",Twitter for Android,143,,,,False,False,40,64,,,,,,,,,,,,,,x55913863 25073877,sirtyro realDonaldTrump,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19363636363636363,0.5427272727272727,sirtyro realDonaldTrump How do you keep energy high amp positive mind when it feels like you re failing in business Never think,1
118,118,7979,x352493262222790656,2013-07-03 18:25:17,x25073877,realDonaldTrump,"Our trade deficit just jumped in May to “the second-highest level on record” http://t.co/aENXRcvMWg  FAIR trade, not free trade. I TOLD YOU.",Twitter Web Client,140,,,,False,False,27,63,,,bloom.bg/1aCqkHp,http://t.co/aENXRcvMWg,http://bloom.bg/1aCqkHp,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,0.5666666666666668,Our trade deficit just jumped in May to the second highest level on record aENXRcvMWg FAIR trade not free trade I TOLD YOU,1
119,119,8112,x350602182237753344,2013-06-28 13:10:48,x25073877,realDonaldTrump,"How did Snowden, with not even a high school education, get access to top secret U.S. records. He then gave, or sold, those records-traitor!",Twitter for Android,140,,,,False,False,55,183,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08666666666666667,0.58,How did Snowden with not even a high school education get access to top secret U S records He then gave or sold those records traitor,1
120,120,8224,x346073984657403904,2013-06-16 01:17:22,x25073877,realDonaldTrump,"""@JamesKlatt: @realDonaldTrump moral of this story: guns (when used correctly) save lives!"" TRUE!",Twitter for Android,97,,,,False,False,18,45,,,,,,,,,,,,,,x777617868225650688 25073877,JamesKlatt realDonaldTrump,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175,0.45,JamesKlatt realDonaldTrump moral of this story guns when used correctly save lives TRUE,1
121,121,8324,x344777108846952448,2013-06-12 11:24:03,x25073877,realDonaldTrump,"Wow, sexual assaults in the military have gone through the roof, far worse than anybody could have predicted!",Twitter for Android,109,,,,False,False,82,116,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039999999999999994,0.7066666666666668,Wow sexual assaults in the military have gone through the roof far worse than anybody could have predicted,1
122,122,8416,x341880906316931072,2013-06-04 11:35:34,x25073877,realDonaldTrump,"26,000 sexual assaults in the military last year-way up from previous years. Armed Forces are in total turmoil!",Twitter for Android,111,,,,False,False,36,110,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046666666666666676,0.38333333333333336,26 000 sexual assaults in the military last year way up from previous years Armed Forces are in total turmoil,1
123,123,8579,x340140612529573888,2013-05-30 16:20:16,x25073877,realDonaldTrump,China has done great under Obama. Increased private US holdings by 500%. Hacks our military &amp; R&amp;D. Robs us blind daily.#timetogettough,Twitter Web Client,142,,,,False,False,139,410,timetogettough,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040000000000000015,0.3783333333333333,China has done great under Obama Increased private US holdings by 500 Hacks our military amp R amp D Robs us blind daily,1
124,124,8798,x338285802616401920,2013-05-25 13:29:55,x25073877,realDonaldTrump,"Come on @DannyZuker, take the bet, show your friends and family (&amp; your bosses on Modern Family) that you're not ""chicken shit""",Twitter for Android,131,,,,False,False,155,145,,,,,,,,,,,,,,x22080646,DannyZuker,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09999999999999999,0.6833333333333332,Come on DannyZuker take the bet show your friends and family amp your bosses on Modern Family that you re not chicken shit,1
125,125,8962,x335410681048334338,2013-05-17 15:05:12,x25073877,realDonaldTrump,"The sexual abuse that is so rampant has, according to generals, greatly weakened our military. They have failed to stop it.",Twitter Web Client,123,,,,False,False,85,121,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175,0.4958333333333334,The sexual abuse that is so rampant has according to generals greatly weakened our military They have failed to stop it,1
126,126,8988,x335337314580586497,2013-05-17 10:13:40,x25073877,realDonaldTrump,"Many generals and military leaders are now saying ""I told you so!""  They say this will have big impact on military strength &amp; national sec.",Twitter for Android,143,,,,False,False,17,37,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04000000000000001,0.27999999999999997,Many generals and military leaders are now saying I told you so They say this will have big impact on military strength amp national sec,1
127,127,9028,x333487576470147072,2013-05-12 07:43:28,x25073877,realDonaldTrump,"""@samahDanash: Every time I read a chapter it gives me a push and brings positive energy to my life. Think big @realDonaldTrump""",Twitter for Android,128,,,,False,False,12,19,,,,,,,,,,,,,,x962011502 25073877,samahDanash realDonaldTrump,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11363636363636363,0.3227272727272727,samahDanash Every time I read a chapter it gives me a push and brings positive energy to my life Think big realDonaldTrump,1
128,128,9081,x335070542904303617,2013-05-16 16:33:37,x25073877,realDonaldTrump,"""To be a big success in any field you need to build momentum. Momentum is all about energy and timing. "" - Think BIG",Twitter Web Client,116,,,,False,False,266,591,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.05,To be a big success in any field you need to build momentum Momentum is all about energy and timing Think,1
129,129,9185,x331907383771148288,2013-05-07 23:04:21,x25073877,realDonaldTrump,"26,000 unreported sexual assults in the military-only 238 convictions. What did these geniuses expect when they put men &amp; women together?",Twitter for Android,141,,,,False,False,14721,20436,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13333333333333333,0.6444444444444445,26 000 unreported sexual assults in the military only 238 convictions What did these geniuses expect when they put men amp women together,1
130,130,9216,x329998080722219008,2013-05-02 16:37:28,x25073877,realDonaldTrump,"With Boston terrorist cell widening in suspects, it's now clear that it was a mistake to read the bomber the Miranda warning so early.",Twitter Web Client,134,,,,False,False,79,159,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.3416666666666667,With Boston terrorist cell widening in suspects it is now clear that it was a mistake to read the bomber the Miranda warning so early,1
131,131,9747,x324690717769359360,2013-04-18 01:07:54,x25073877,realDonaldTrump,"""@Ailor424: @realDonaldTrump Prez shows more anger about US Senate not passing guns bill than he does about the Boston bombing. Interesting!",Twitter for Android,140,,,,False,False,122,387,,,,,,,,,,,,,,x918044414 25073877,Ailor424 realDonaldTrump,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10000000000000002,0.39999999999999997,Ailor424 realDonaldTrump Prez shows more anger about US Senate not passing guns bill than he does about the Boston bombing Interesting,1
132,132,10173,x319182788341407744,2013-04-02 20:21:21,x25073877,realDonaldTrump,"In this time of economic turmoil where millions of Americans are unemployed, our tax dollars are paying @BillMoyers' big @PBS salary!",Twitter Web Client,133,,,,False,False,36,69,,,,,,,,,,,,,,x15667291 12133382,BillMoyers PBS,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.15000000000000002,In this time of economic turmoil where millions of Americans are unemployed our tax dollars are paying BillMoyers big PBS salary,1
133,133,10223,x317227284996186112,2013-03-28 10:50:53,x25073877,realDonaldTrump,"""@conservativeJT: @bluejoni @realDonaldTrump Trump is an American that will pay more taxes in one year than you pay in your entire life.",Twitter for Android,136,,,,False,False,305,561,,,,,,,,,,,,,,x1247049150 18858470 25073877,conservativeJT bluejoni realDonaldTrump,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,0.375,conservativeJT bluejoni realDonaldTrump Trump is an American that will pay more taxes in one year than you pay in your entire life,1
134,134,10328,x316613576456544256,2013-03-26 18:12:13,x25073877,realDonaldTrump,The off shore Aberdeen wind farm site is “experimental” &amp; has no track record delivering energy. http://t.co/AfLacitNL4 @guardian,Twitter Web Client,133,,,,False,False,9,43,,,bit.ly/YFHbiq,http://t.co/AfLacitNL4,http://bit.ly/YFHbiq,,,,,,,,,x87818409,guardian,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.4,The off shore Aberdeen wind farm site is experimental amp has no track record delivering energy AfLacitNL4,1
135,135,10474,x314810856997261313,2013-03-21 18:48:51,x25073877,realDonaldTrump,"Make no mistake, Obamacare is the first step towards changing our health system into single payer. Just a disaster.",Twitter Web Client,115,,,,False,False,165,298,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08928571428571429,0.2738095238095238,Make no mistake Obamacare is the first step towards changing our health system into single payer Just a disaster,1
136,136,10551,x314094123579736064,2013-03-19 19:20:49,x25073877,realDonaldTrump,"10 yrs ago today, the Iraq war began. 4,485 of our nation’s finest have not returned home alive. Iran will soon control Iraq &amp; its oil.",Twitter Web Client,139,,,,False,False,98,351,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.4,10 yrs ago today the Iraq war began 4 485 of our nation s finest have not returned home alive Iran will soon control Iraq amp its oil,1
137,137,10823,x309354455776759809,2013-03-06 17:27:04,x25073877,realDonaldTrump,Without momentum there’s a lack of energy that can lead the best of ideas to nowhere. Get your momentum going-- and keep it going.,Twitter Web Client,130,,,,False,False,231,540,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.3,Without momentum there s a lack of energy that can lead the best of ideas to nowhere Get your momentum going and keep it going,1
138,138,10954,x307643192432525314,2013-03-02 00:07:07,x25073877,realDonaldTrump,Joseph Kennedy is really being used by Venezuela and Hugo C. in oil commercial!,Twitter for Android,79,,,,False,False,42,102,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,Joseph Kennedy is really being used by Venezuela and Hugo C in oil commercial,1
139,139,11268,x306108211151372288,2013-02-25 18:27:39,x25073877,realDonaldTrump,"...So far, he has been a complete failure at doing so. He should read The Art of the Deal and use his energy to focus on a new career.",Twitter Web Client,134,,,,False,False,37,34,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004924242424242414,0.5386363636363636,So far he has been a complete failure at doing so He should read The Art of the Deal and use his energy to focus on a new career,1
140,140,11638,x301432673946202112,2013-02-12 20:48:44,x25073877,realDonaldTrump,"Will the Keystone XL pipeline finally be approved? Will create over 100,000 jobs and make us more energy independent.",Twitter Web Client,117,,,,False,False,112,170,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,0.5416666666666666,Will the Keystone XL pipeline finally be approved Will create over 100 000 jobs and make us more energy independent,1
141,141,12072,x294861076007378944,2013-01-25 17:35:33,x25073877,realDonaldTrump,.@PhilMickels0n_  is right—California taxes are far too high. It’s ridiculous.,Twitter Web Client,78,,,,False,False,78,146,,,,,,,,,,,,,,x481234512,PhilMickels0n_,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0530952380952381,0.7689285714285714,is right California taxes are far too high It s ridiculous,1
142,142,12551,x288366410017681409,2013-01-07 19:28:04,x25073877,realDonaldTrump,"I hope the Republicans are happy.  Just as I predicted, that stupid deal they voted for only whetted Obama’s appetite for more taxes.",Twitter Web Client,133,,,,False,False,54,213,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12500000000000003,0.875,I hope the Republicans are happy Just as I predicted that stupid deal they voted for only whetted Obama s appetite for more taxes,1
143,143,12839,x547530456741474305,2014-12-23 23:13:28,x25073877,realDonaldTrump,"""@MATAblets: ""Without passion you don't have energy, without energy you have nothing""-Donald Trump Lean from the best!",Twitter for Android,118,,,,False,False,66,52,,,,,,,,,,,,,,x755132094,MATAblets,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.3,MATAblets Without passion you do not have energy without energy you have nothing Donald Trump Lean from the best,1
144,144,13032,x542420259433500672,2014-12-09 20:47:22,x25073877,realDonaldTrump,ObamaCare continues to increase insurance premiums &amp; raise record deductibles. New Congress must use every tool to defund.,Twitter Web Client,126,,,,False,False,250,176,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13636363636363635,0.45454545454545453,ObamaCare continues to increase insurance premiums amp raise record deductibles New Congress must use every tool to defund,1
145,145,13100,x540603770263314433,2014-12-04 20:29:17,x25073877,realDonaldTrump,"Obama is giving Social Security &amp; ObamaCare to illegals, yet wants to cut military benefits http://t.co/9WOTxcby49 Disgrace!",Twitter Web Client,128,,,,False,False,446,670,,,thehill.com/policy/defense…,http://t.co/9WOTxcby49,http://thehill.com/policy/defense/overnights/225785-overnight-defense-budget-would-cut-military-benefits,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044444444444444446,0.0888888888888889,Obama is giving Social Security amp ObamaCare to illegals yet wants to cut military benefits 9WOTxcby49 Disgrace,1
146,146,13711,x530430546913271808,2014-11-06 18:44:31,x25073877,realDonaldTrump,"The new Congress must restore military spending &amp; stop Obama budget cuts. Also, hold Obama accountable on the VA.",Twitter for BlackBerry,117,,,,False,False,200,162,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018181818181818174,0.2772727272727273,The new Congress must restore military spending amp stop Obama budget cuts Also hold Obama accountable on the VA,1
147,147,13714,x530317102704762880,2014-11-06 11:13:44,x25073877,realDonaldTrump,"""@AngieDrue: @jimmcvey1 I hope all the R's will stay strong and stand up to O..we need closed bdrs, no common core, lower taxes for bns""",Twitter for Android,136,,,,False,False,85,57,,,,,,,,,,,,,,x29510334 749705424,AngieDrue jimmcvey1,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1611111111111111,0.4444444444444444,AngieDrue jimmcvey1 I hope all the R is will stay strong and stand up to O we need closed bdrs no common core lower taxes for bns,1
148,148,13751,x530504897998098432,2014-11-06 23:39:58,x25073877,realDonaldTrump,"""@GSThomas3: DonaldTrump: last year my premiums went up 46%, this year another 220%. Clearly this is a sweet deal for the insurance industry",Twitter for Android,140,,,,False,False,44,45,,,,,,,,,,,,,,x37778488,GSThomas3,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.3666666666666667,GSThomas3 DonaldTrump last year my premiums went up 46 this year another 220 Clearly this is a sweet deal for the insurance,1
149,149,13885,x529106968733302787,2014-11-03 03:05:06,x25073877,realDonaldTrump,"""@CRinQC: Hates military. Tues, remember how pres hasn't lifted a finger for USMC Tahmooressi. Only wants illegals to cross border.""",Twitter for Android,132,,,,False,False,100,94,,,,,,,,,,,,,,x517084598,CRinQC,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.30000000000000004,CRinQC Hates military Tues remember how pres has not lifted a finger for USMC Tahmooressi Only wants illegals to cross border,1
150,150,13917,x527293685009248256,2014-10-29 02:59:45,x25073877,realDonaldTrump,"""@TheRealPWeight: You did say that when we leave bad guys will take the oil in Iraq.. ISIS controls a lot of it today. Good foresight.""",Twitter for Android,135,,,,False,False,43,15,,,,,,,,,,,,,,x2572262760,TheRealPWeight,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json,Manhattan,"Manhattan, NY",city,United States,US,40.762424 -73.9751568,-73.9751568 40.762424,-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483,5.551115123125783e-17,0.6333333333333333,TheRealPWeight You did say that when we leave bad guys will take the oil in Iraq ISIS controls a lot of it today Good foresight,1
151,151,13949,x526696670881644545,2014-10-27 11:27:26,x25073877,realDonaldTrump,"""@JAdamsEden: @realDonaldTrump Articulate &amp; concise as ever, leave it to Trump to identify the clear &amp; present economic enemy;-MEXICO!""",Twitter for Android,143,,,,False,False,37,19,,,,,,,,,,,,,,x934183963 25073877,JAdamsEden realDonaldTrump,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.29583333333333334,JAdamsEden realDonaldTrump Articulate amp concise as ever leave it to Trump to identify the clear amp present economic enemy MEXICO,1
152,152,14108,x523191424989536256,2014-10-17 19:18:50,x25073877,realDonaldTrump,.@piersmorgan Russell has nothing going for himself except for energy &amp; aggression. Without that he would be dead—a first class dummy!,Twitter Web Client,138,,,,False,False,77,50,,,,,,,,,,,,,,x216299334,piersmorgan,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024999999999999994,0.3666666666666667,piersmorgan Russell has nothing going for himself except for energy amp aggression Without that he would be dead a first class dummy,1
153,153,14254,x522421300124729344,2014-10-15 16:18:38,x25073877,realDonaldTrump,Lightweight @AGSchneiderman is driving business &amp; jobs out of NY. Only wants self publicity—a total loser!,Twitter Web Client,110,,,,False,False,33,39,,,,,,,,,,,,,,x132496568,AGSchneiderman,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06666666666666667,0.6166666666666667,Lightweight AGSchneiderman is driving business amp jobs out of NY Only wants self publicity a total loser,1
154,154,14305,x519596423806222336,2014-10-07 21:13:35,x25073877,realDonaldTrump,"Real estate taxes are far too high @BriarcliffManor, Westchester. A total joke how they waste money! Replace Mayor Vescio.",Twitter Web Client,122,,,,False,False,44,35,,,,,,,,,,,,,,x28888285,BriarcliffManor,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05200000000000001,0.518,Real estate taxes are far too high BriarcliffManor Westchester A total joke how they waste money Replace Mayor Vescio,1
155,155,14362,x520565244947886080,2014-10-10 13:23:20,x25073877,realDonaldTrump,"""Obamacare puts poor people on a form of government run, single-payer health insurance that many doctors don't take"" - @Avik",Twitter Web Client,124,,,,False,False,132,87,,,,,,,,,,,,,,x49457533,Avik,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009523809523809526,0.4380952380952381,Obamacare puts poor people on a form of government run single payer health insurance that many doctors do not take,1
156,156,14649,x514400982474948608,2014-09-23 13:08:45,x25073877,realDonaldTrump,"""@LyricalmafiaRum: @realDonaldTrump TRUMP-A-MANIA NEEDS TO RUN WILD AGAIN IN AC!"" So true, after I left it lost all energy and spirit!",Twitter for Android,134,,,,False,False,12,7,,,,,,,,,,,,,,x1614093002 25073877,LyricalmafiaRum realDonaldTrump,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.35000000000000003,LyricalmafiaRum realDonaldTrump TRUMP A MANIA NEEDS TO RUN WILD AGAIN IN AC So true after I left it lost all energy and spirit,1
157,157,14833,x509881954326835200,2014-09-11 01:51:45,x25073877,realDonaldTrump,Tell Saudi Arabia and others that we want (demand!) free oil for the next ten years or we will not protect their private Boeing 747s.Pay up!,Twitter for Android,140,,,,False,False,3951,6651,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.29375,Tell Saudi Arabia and others that we want demand free oil for the next ten years or we will not protect their private Boeing 747s Pay up,1
158,158,14858,x509429968317984770,2014-09-09 19:55:43,x25073877,realDonaldTrump,"In '09, Obama released the ISIS chief. The terrorist gloated “I’ll see you in New York” http://t.co/OtWXYrlsoP Historic nat'l sec. error",Twitter Web Client,136,,,,False,False,154,245,,,thedailybeast.com/articles/2014/…,http://t.co/OtWXYrlsoP,http://www.thedailybeast.com/articles/2014/06/14/isis-leader-see-you-in-new-york.html,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012121212121212116,0.3515151515151515,In 09 Obama released the ISIS chief The terrorist gloated I ll see you in New York OtWXYrlsoP Historic nat l sec,1
159,159,14884,x508250536244936704,2014-09-06 13:49:05,x25073877,realDonaldTrump,One of the big problems facing Atlantic City are the ridiculously high real estate taxes which I fought for years before leaving.Corruption!,Twitter for Android,140,,,,False,False,153,115,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.3133333333333333,One of the big problems facing Atlantic City are the ridiculously high real estate taxes which I fought for years before leaving Corruption,1
160,160,15059,x504356120610496514,2014-08-26 19:54:04,x25073877,realDonaldTrump,"A state legislator w/ a true record of accomplishments, military vet @joniernst will make a tremendous US Senator. Iowa, send Joni to DC!",Twitter Web Client,137,,,,False,False,36,42,,,,,,,,,,,,,,x1383059977,joniernst,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19444444444444442,0.5833333333333334,A state legislator w a true record of accomplishments military vet joniernst will make a tremendous US Senator Iowa send Joni to DC,1
161,161,15228,x496297121956765697,2014-08-04 14:10:29,x25073877,realDonaldTrump,"Isis terror group has now fully taken over large sections of Iraq, and will soon have control of massive oil reserves. I told you so.",Twitter for Android,133,,,,False,False,226,280,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10714285714285714,0.7142857142857143,Isis terror group has now fully taken over large sections of Iraq and will soon have control of massive oil reserves I told you so,1
162,162,15254,x496327413513875456,2014-08-04 16:10:51,x25073877,realDonaldTrump,"One of the tallest office buildings in downtown NYC, 40 Wall Street is a classic Art Deco building http://t.co/58VtvH02dW",Twitter Web Client,121,,,,False,False,62,26,,,40wallstreet.com/overview,http://t.co/58VtvH02dW,http://www.40wallstreet.com/overview,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,0.16666666666666666,One of the tallest office buildings in downtown NYC 40 Wall Street is a classic Art Deco building,1
163,163,15416,x492145801804513280,2014-07-24 03:14:37,x25073877,realDonaldTrump,"""@DanScavino: @realDonaldTrump creating jobs in Washington DC ~ while Obama goes fundraising 3K miles away..with major issues taking place",Twitter for Android,138,,,,False,False,50,30,,,,,,,,,,,,,,x620571475 25073877,DanScavino realDonaldTrump,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,0.5,DanScavino realDonaldTrump creating jobs in Washington DC while Obama goes fundraising 3K miles away with major issues taking,1
