Date,Dividends
2/22/2017,1.258
8/9/2017,1.1
3/1/2018,1.795
8/9/2018,1.271
3/7/2019,4.23
8/8/2019,2.12
3/6/2020,2.31
8/6/2020,1.55
3/4/2021,4.02
8/12/2021,5.61
