Date,Open,High,Low,Close,Adj Close,Volume
1/26/2017,73.839996,74.440002,73.029999,73.980003,62.312023,943600
1/27/2017,74.150002,74.449997,73.099998,73.199997,61.655041,809600
1/30/2017,73.370003,73.57,72.129997,72.300003,60.896996,826700
1/31/2017,72.260002,73.080002,71.830002,72.050003,60.686432,764200
2/1/2017,71.720001,72.230003,71.470001,71.639999,60.341091,801000
2/2/2017,71.620003,72.870003,71.620003,72.459999,61.031761,714900
2/3/2017,73.120003,73.269997,72.269997,73.010002,61.495018,706300
2/6/2017,73.050003,73.489998,72.120003,73.209999,61.663475,551500
2/7/2017,73.18,74.220001,73.18,73.720001,62.093029,674700
2/8/2017,73.75,75.089996,73.629997,74.190002,62.488934,872200
2/9/2017,74.260002,74.720001,73.739998,74.510002,62.758434,323600
2/10/2017,74.360001,75.120003,74.18,75,63.171158,415900
2/13/2017,75.25,75.559998,74.489998,74.849998,63.044819,616300
2/14/2017,74.849998,74.849998,72.910004,73.5,61.907722,642600
2/15/2017,72.709999,73.709999,71.860001,73.540001,61.941444,731600
2/16/2017,74.349998,75.330002,73.760002,74.870003,63.061665,1168900
2/17/2017,75.010002,77.309998,74.910004,77.25,65.066307,1486800
2/21/2017,77.139999,78.660004,76.32,78.370003,66.009651,1287300
2/22/2017,78.629997,80.25,77.800003,77.919998,65.630615,1816900
2/23/2017,78.419998,79.169998,76.93,79.139999,66.658203,936500
2/24/2017,79.190002,79.809998,78.489998,79.489998,66.953011,661200
2/27/2017,79.660004,80.099998,79.290001,79.510002,66.969856,466600
2/28/2017,79.660004,80.18,79.07,79.190002,66.700317,806800
3/1/2017,78.940002,80.07,78.449997,79.82,67.230972,644600
3/2/2017,79.599998,80.360001,79.050003,79.419998,66.894028,546100
3/3/2017,78.949997,79.290001,78.230003,79.080002,66.607674,652600
3/6/2017,78.68,79.650002,78.230003,79.459999,66.927734,856300
3/7/2017,79.239998,79.480003,78.650002,78.989998,66.53186,1026600
3/8/2017,78.82,79.400002,78.150002,78.620003,66.220215,1051900
3/9/2017,78.699997,78.980003,76.199997,76.230003,64.207169,1169900
3/10/2017,76.230003,77.129997,74.57,74.739998,62.952164,1308000
3/13/2017,74.07,74.559998,72.93,73.25,62.347858,1706900
3/14/2017,73.300003,74.150002,72.860001,74.129997,63.096851,1177700
3/15/2017,74.199997,75.860001,73.739998,75.5,64.262947,986700
3/16/2017,75.510002,75.919998,74.629997,74.68,63.564999,758200
3/17/2017,74.919998,75.919998,74.589996,75.360001,64.143791,1020700
3/20/2017,75.449997,75.690002,74.849998,75.370003,64.152313,585300
3/21/2017,75.57,75.980003,74.910004,75.309998,64.101227,829800
3/22/2017,75.709999,75.75,74.540001,75.470001,64.237434,809500
3/23/2017,75.529999,76.199997,75.019997,75.5,64.262947,1040200
3/24/2017,75.790001,75.900002,74.800003,75.040001,63.871426,573200
3/27/2017,75.230003,75.279999,74.050003,74.459999,63.37775,707400
3/28/2017,74.57,74.809998,73.650002,74.760002,63.633091,575200
3/29/2017,74.540001,74.540001,73.410004,74.059998,63.037273,826500
3/30/2017,73.690002,74.07,72.879997,74,62.986206,581000
3/31/2017,73.760002,74.800003,73.699997,74.389999,63.318172,1176000
4/3/2017,75.010002,76.029999,74.550003,75.540001,64.297005,1379400
4/4/2017,75.449997,76.650002,75.290001,76.139999,64.807693,1109800
4/5/2017,76.150002,77.470001,75.989998,77.379997,65.863136,997600
4/6/2017,77.339996,78,76.940002,77.690002,66.127014,686200
4/7/2017,77.739998,78.139999,77.330002,78.07,66.450439,834100
4/10/2017,78.080002,78.839996,77.739998,78.779999,67.054779,768600
4/11/2017,78.779999,79.489998,78.510002,78.68,66.969673,565800
4/12/2017,78.389999,78.709999,77.519997,77.93,66.331291,1377500
4/13/2017,78.040001,78.239998,77.510002,78.099998,66.47599,824700
4/17/2017,78.470001,80.449997,78.349998,80.43,68.459206,1129000
4/18/2017,80,81.029999,79.980003,80.800003,68.774139,586400
4/19/2017,80.870003,81.209999,80.290001,80.470001,68.493256,455000
4/20/2017,80.690002,80.690002,80.059998,80.620003,68.620926,876000
4/21/2017,80.550003,81.190002,80.239998,80.470001,68.493256,1142600
4/24/2017,80.519997,81,78.419998,78.940002,67.190979,1912700
4/25/2017,79.129997,79.440002,78.220001,78.580002,66.884544,1201300
4/26/2017,78.650002,79.190002,78.129997,78.970001,67.216507,1229600
4/27/2017,78.970001,79.75,75.739998,76.050003,64.731087,1379800
4/28/2017,75.639999,76.089996,74.510002,75.529999,64.288506,1343500
5/1/2017,75.720001,75.839996,74.82,75.43,64.203354,1096200
5/2/2017,75.489998,75.610001,73.260002,73.540001,62.594696,1692700
5/3/2017,73.800003,74.019997,72.559998,72.830002,61.990345,994500
5/4/2017,72.699997,73.400002,71.440002,73.309998,62.398918,957300
5/5/2017,73.410004,74,72.989998,73.389999,62.466991,644400
5/8/2017,73.629997,73.690002,72.650002,73.209999,62.313793,627500
5/9/2017,73.199997,73.709999,72.660004,73.139999,62.254211,790600
5/10/2017,73.160004,74.160004,72.970001,73.150002,62.262718,661800
5/11/2017,73,73.07,72.440002,72.510002,61.717968,1941600
5/12/2017,72.690002,72.800003,72.269997,72.419998,61.641369,1136300
5/15/2017,72.419998,73.709999,72.25,73.25,62.347858,1222600
5/16/2017,73.290001,73.290001,71.339996,71.790001,61.105137,1716100
5/17/2017,71.800003,75.400002,71.75,75.269997,64.067192,2188700
5/18/2017,75.230003,79.139999,74.709999,75.900002,64.603432,1512300
5/19/2017,76.059998,77.010002,75.410004,76.489998,65.105606,2359300
5/22/2017,76.989998,77.75,76.589996,77.540001,65.999352,1671700
5/23/2017,77.540001,78.18,77.290001,77.879997,66.288742,998200
5/24/2017,77.919998,78.779999,77.910004,78.690002,66.978188,953600
5/25/2017,78.889999,79.900002,78.489998,79.040001,67.276077,1914100
5/26/2017,78.849998,79.139999,77.339996,78,66.390892,868400
5/30/2017,77.980003,78.419998,77.120003,77.169998,65.684387,875900
5/31/2017,77.050003,77.68,77.050003,77.470001,65.939751,1554000
6/1/2017,77.360001,77.400002,74.82,75.769997,64.492775,1460700
6/2/2017,76.110001,76.900002,75.730003,76.459999,65.08007,1285600
6/5/2017,76.220001,76.379997,74.959999,75.68,64.416168,489600
6/6/2017,75.870003,75.989998,74.400002,74.480003,63.394772,613600
6/7/2017,74.480003,75.839996,74.279999,75.830002,64.543854,735800
6/8/2017,75.830002,75.870003,74.239998,75.169998,63.982063,657400
6/9/2017,74.849998,75.309998,74.370003,74.519997,63.428818,692800
6/12/2017,74.269997,75.470001,74.269997,75.449997,64.220406,973000
6/13/2017,74.599998,75.239998,74.300003,75.199997,64.676231,734700
6/14/2017,75.870003,76.050003,74.620003,75.400002,64.848236,869900
6/15/2017,75.400002,77.019997,75.400002,76.790001,66.043716,655600
6/16/2017,76.910004,78.57,76.370003,78.5,67.514412,1533800
6/19/2017,78.290001,78.669998,77.269997,77.919998,67.015594,1102400
6/20/2017,77.940002,78.599998,77.059998,78.290001,67.333794,713900
6/21/2017,78.379997,78.68,77.830002,78.089996,67.161781,774200
6/22/2017,77.879997,77.879997,76.82,77.309998,66.490944,614600
6/23/2017,77.459999,79.209999,77.099998,78.75,67.729416,1117100
6/26/2017,78.989998,79.379997,78.279999,78.760002,67.738007,498900
6/27/2017,78.400002,79.019997,78.230003,78.309998,67.350998,700800
6/28/2017,78.5,78.769997,77.949997,77.949997,67.041389,971200
6/29/2017,77.18,78.120003,76.940002,77.529999,66.680161,796800
6/30/2017,77.650002,78.529999,77.129997,78,67.084381,995700
7/3/2017,78.629997,79.370003,77.610001,78.489998,67.505798,745500
7/5/2017,78.410004,78.519997,77,77.389999,66.559753,922500
7/6/2017,77.239998,77.339996,75.809998,75.910004,65.286873,1197900
7/7/2017,76.099998,77.07,75.739998,76.529999,65.820099,712100
