Date,Open,High,Low,Close,Adj Close,Volume
1/3/1977,0.945808,0.958589,0.945808,0.958589,0.34176,165282
1/4/1977,0.958589,0.97137,0.907464,0.958589,0.34176,179952
1/5/1977,0.958589,0.984151,0.958589,0.984151,0.350874,189732
1/6/1977,0.984151,1.035276,0.984151,1.035276,0.369101,384354
1/7/1977,1.035276,1.048057,1.022495,1.048057,0.373658,345234
1/10/1977,1.048057,1.060838,1.035276,1.048057,0.373658,311004
1/11/1977,1.048057,1.048057,1.022495,1.022495,0.364545,155502
1/12/1977,1.009714,1.009714,0.984151,0.996933,0.355431,198534
1/13/1977,0.996933,0.996933,0.97137,0.984151,0.350874,155502
1/14/1977,0.984151,0.996933,0.984151,0.984151,0.350874,116382
1/17/1977,0.996933,1.035276,0.996933,1.009714,0.359988,222006
1/18/1977,1.022495,1.035276,1.022495,1.035276,0.369101,112470
1/19/1977,1.035276,1.048057,1.022495,1.022495,0.364545,149634
1/20/1977,1.022495,1.035276,1.009714,1.009714,0.359988,179952
1/21/1977,1.009714,1.022495,0.996933,0.996933,0.355431,185820
1/24/1977,1.035276,1.086401,1.035276,1.086401,0.387329,850860
1/25/1977,1.086401,1.124744,1.07362,1.086401,0.387329,502692
1/26/1977,1.086401,1.086401,1.060838,1.07362,0.382772,263082
1/27/1977,1.07362,1.086401,1.048057,1.07362,0.382772,258192
1/28/1977,1.07362,1.086401,1.048057,1.07362,0.382772,122250
1/31/1977,1.060838,1.060838,1.035276,1.048057,0.373658,114426
2/1/1977,1.048057,1.048057,1.035276,1.048057,0.373658,81174
2/2/1977,1.035276,1.035276,1.009714,1.009714,0.359988,112470
2/3/1977,1.009714,1.022495,0.984151,1.022495,0.364545,153546
2/4/1977,1.022495,1.035276,1.022495,1.022495,0.364545,121272
2/7/1977,1.035276,1.060838,1.035276,1.035276,0.369101,82152
2/8/1977,1.035276,1.035276,1.022495,1.022495,0.364545,115404
2/9/1977,1.022495,1.048057,1.022495,1.022495,0.364545,283620
2/10/1977,1.022495,1.022495,0.996933,1.009714,0.359988,74328
2/11/1977,1.009714,1.009714,0.97137,0.97137,0.346317,152568
2/14/1977,0.958589,0.958589,0.945808,0.945808,0.337204,143766
2/15/1977,0.958589,0.984151,0.958589,0.984151,0.350874,175062
2/16/1977,0.984151,0.996933,0.97137,0.984151,0.350874,225918
2/17/1977,0.984151,1.035276,0.984151,1.022495,0.364545,1001472
2/18/1977,1.022495,1.060838,1.022495,1.035276,0.369101,472374
2/22/1977,1.048057,1.060838,1.048057,1.048057,0.373658,275796
2/23/1977,1.048057,1.060838,1.035276,1.035276,0.369101,81174
2/24/1977,1.035276,1.035276,1.022495,1.022495,0.364545,228852
2/25/1977,1.022495,1.022495,1.009714,1.009714,0.359988,355014
2/28/1977,1.009714,1.022495,1.009714,1.022495,0.364545,86064
3/1/1977,1.022495,1.060838,1.022495,1.048057,0.373658,293400
3/2/1977,1.048057,1.048057,1.022495,1.022495,0.364545,243522
3/3/1977,1.022495,1.022495,1.009714,1.009714,0.359988,52812
3/4/1977,1.009714,1.022495,1.009714,1.022495,0.364545,45966
3/7/1977,1.009714,1.009714,0.984151,0.984151,0.350874,65526
3/8/1977,0.984151,0.996933,0.984151,0.984151,0.350874,59658
3/9/1977,0.984151,0.996933,0.984151,0.984151,0.350874,68460
3/10/1977,0.984151,1.022495,0.984151,1.009714,0.359988,203424
3/11/1977,1.009714,1.022495,1.009714,1.009714,0.359988,158436
3/14/1977,1.022495,1.060838,1.022495,1.048057,0.373658,328608
3/15/1977,1.048057,1.048057,1.035276,1.035276,0.369101,112470
3/16/1977,1.035276,1.035276,1.022495,1.035276,0.369101,149634
3/17/1977,1.035276,1.035276,1.022495,1.022495,0.364545,59658
3/18/1977,1.035276,1.035276,1.022495,1.022495,0.364545,59658
3/21/1977,1.022495,1.022495,1.009714,1.009714,0.359988,139854
3/22/1977,1.009714,1.009714,0.984151,0.984151,0.350874,105624
3/23/1977,0.984151,0.984151,0.97137,0.97137,0.346317,85086
