Date,Dividends
2/23/2017,2
5/22/2017,2
8/21/2017,2
11/14/2017,2
2/23/2018,2.28
5/22/2018,2.28
8/21/2018,2.28
11/13/2018,2.28
2/26/2019,2.46
5/21/2019,2.46
8/20/2019,2.46
11/19/2019,2.46
2/25/2020,2.66
5/19/2020,2.66
8/18/2020,2.66
11/17/2020,2.66
2/23/2021,2.87
5/18/2021,2.87
8/17/2021,2.87
11/16/2021,2.87
