Date,Dividends
9/13/2018,0.86
12/13/2018,0.86
3/14/2019,0.86
6/13/2019,0.9
9/13/2019,0.9
12/13/2019,0.9
3/13/2020,0.9
6/12/2020,0.9
9/14/2020,0.9
12/14/2020,0.9
3/12/2021,1
6/14/2021,1
9/14/2021,1.25
12/14/2021,1.25
3/14/2022,1.5
6/14/2022,1.5
9/14/2022,1.5
12/13/2022,1.5
3/14/2023,1.62
6/14/2023,1.62
7/12/2023,1.01
