Date,Dividends
3/8/2017,0.8
9/7/2017,0.86
3/8/2018,1.1
9/6/2018,1.26
1/10/2019,2.04
3/7/2019,1.1
9/5/2019,1.56
3/5/2020,1.3
9/3/2020,1.1
