station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,pm1i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_ti0e,feel,metar
BOI,9/4/2020 6:55,-116.2406,43.5667,0,0,0,120,4,0,30.06,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040655Z AUTO 12004KT 10S0 CLR 21/05 A3005 R0K T02100050 0ADISHF
BOI,9/4/2020 7:00,-116.2406,43.5667,0,0,0,130,4,0,30.06,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040700Z AUTO 13004KT 10S0 CLR 21/05 A3005 R0K T02100050 0ADISHF
BOI,9/4/2020 7:05,-116.2406,43.5667,0,0,0,120,4,0,30.06,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040705Z AUTO 12004KT 10S0 CLR 21/05 A3005 R0K T02100050 0ADISHF
BOI,9/4/2020 7:10,-116.2406,43.5667,0,0,0,120,4,0,30.06,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040710Z AUTO 12004KT 10S0 CLR 21/05 A3005 R0K T02100050 0ADISHF
BOI,9/4/2020 7:15,-116.2406,43.5667,0,0,0,140,4,0,30.06,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040715Z AUTO 14004KT 10S0 CLR 20/05 A3005 R0K T02000050 0ADISHF
BOI,9/4/2020 7:20,-116.2406,43.5667,0,0,0,0,0,0,30.06,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040720Z AUTO 00000KT 10S0 CLR 21/05 A3005 R0K T02100050 0ADISHF
BOI,9/4/2020 7:25,-116.2406,43.5667,0,0,0,140,7,0,30.07,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040725Z AUTO 14007KT 10S0 CLR 21/04 A3006 R0K T02100040 0ADISHF
BOI,9/4/2020 7:30,-116.2406,43.5667,0,0,0,130,5,0,30.07,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040730Z AUTO 13005KT 10S0 CLR 21/04 A3006 R0K T02100040 0ADISHF
BOI,9/4/2020 7:35,-116.2406,43.5667,0,0,0,130,5,0,30.07,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040735Z AUTO 13005KT 10S0 CLR 21/04 A3006 R0K T02100040 0ADISHF
BOI,9/4/2020 7:40,-116.2406,43.5667,0,0,0,120,7,0,30.07,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040740Z AUTO 12007KT 10S0 CLR 21/04 A3006 R0K T02100040 0ADISHF
BOI,9/4/2020 7:45,-116.2406,43.5667,0,0,0,140,5,0,30.07,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040745Z AUTO 14005KT 10S0 CLR 21/04 A3006 R0K T02100040 0ADISHF
BOI,9/4/2020 7:50,-116.2406,43.5667,0,0,0,150,4,0,30.07,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040750Z AUTO 15004KT 10S0 CLR 21/04 A3006 R0K T02100040 0ADISHF
BOI,9/4/2020 7:53,-116.2406,43.5667,68,39.9,35.76,160,4,0,30.07,1015,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040753Z AUTO 16004KT 10S0 CLR 20/04 A3007 R0K AO2 SLP150 T02000044
BOI,9/4/2020 7:55,-116.2406,43.5667,0,0,0,140,2,0,30.07,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040755Z AUTO 14002KT 10S0 CLR 20/04 A3006 R0K T02000040 0ADISHF
BOI,9/4/2020 8:00,-116.2406,43.5667,0,0,0,160,2,0,30.07,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040800Z AUTO 16002KT 10S0 CLR 20/04 A3006 R0K T02000040 0ADISHF
BOI,9/4/2020 8:05,-116.2406,43.5667,0,0,0,140,2,0,30.07,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040805Z AUTO 14002KT 10S0 CLR 20/04 A3006 R0K T02000040 0ADISHF
BOI,9/4/2020 8:10,-116.2406,43.5667,0,0,0,150,4,0,30.07,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040810Z AUTO 15004KT 10S0 CLR 21/04 A3006 R0K T02100040 0ADISHF
BOI,9/4/2020 8:15,-116.2406,43.5667,0,0,0,150,2,0,30.07,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040815Z AUTO 15002KT 10S0 CLR 20/04 A3006 R0K T02000040 0ADISHF
BOI,9/4/2020 8:20,-116.2406,43.5667,0,0,0,130,4,0,30.07,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040820Z AUTO 13004KT 10S0 CLR 20/04 A3006 R0K T02000040 0ADISHF
BOI,9/4/2020 8:25,-116.2406,43.5667,0,0,0,140,4,0,30.07,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040825Z AUTO 14004KT 10S0 CLR 20/04 A3006 R0K T02000040 0ADISHF
BOI,9/4/2020 8:30,-116.2406,43.5667,0,0,0,150,4,0,30.07,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040830Z AUTO 15004KT 10S0 CLR 21/04 A3006 R0K T02100040 0ADISHF
BOI,9/4/2020 8:35,-116.2406,43.5667,0,0,0,130,5,0,30.07,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040835Z AUTO 13005KT 10S0 CLR 20/04 A3006 R0K T02000040 0ADISHF
BOI,9/4/2020 8:40,-116.2406,43.5667,0,0,0,120,8,0,30.07,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040840Z AUTO 12008KT 10S0 CLR 20/04 A3006 R0K T02000040 0ADISHF
BOI,9/4/2020 8:45,-116.2406,43.5667,0,0,0,120,8,0,30.07,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040845Z AUTO 12008KT 10S0 CLR 21/04 A3006 R0K T02100040 0ADISHF
BOI,9/4/2020 8:50,-116.2406,43.5667,0,0,0,130,9,0,30.07,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040850Z AUTO 13009KT 10S0 CLR 21/04 A3006 R0K T02100040 0ADISHF
BOI,9/4/2020 8:53,-116.2406,43.5667,69.1,39,33.25,130,8,0,30.07,1014.9,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040853Z AUTO 13008KT 10S0 CLR 21/04 A3007 R0K AO2 SLP149 T02060039 53001
BOI,9/4/2020 8:55,-116.2406,43.5667,0,0,0,130,8,0,30.07,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040855Z AUTO 13008KT 10S0 CLR 21/04 A3006 R0K T02100040 0ADISHF
BOI,9/4/2020 9:00,-116.2406,43.5667,0,0,0,130,8,0,30.07,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040900Z AUTO 13008KT 10S0 CLR 20/04 A3006 R0K T02000040 0ADISHF
BOI,9/4/2020 9:05,-116.2406,43.5667,0,0,0,130,7,0,30.07,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040905Z AUTO 13007KT 10S0 CLR 20/04 A3006 R0K T02000040 0ADISHF
BOI,9/4/2020 9:10,-116.2406,43.5667,0,0,0,140,5,0,30.07,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040910Z AUTO 14005KT 10S0 CLR 20/04 A3006 R0K T02000040 0ADISHF
BOI,9/4/2020 9:15,-116.2406,43.5667,0,0,0,150,5,0,30.07,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040915Z AUTO 15005KT 10S0 CLR 20/04 A3006 R0K T02000040 0ADISHF
BOI,9/4/2020 9:20,-116.2406,43.5667,0,0,0,170,2,0,30.07,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040920Z AUTO 17002KT 10S0 CLR 20/04 A3006 R0K T02000040 0ADISHF
BOI,9/4/2020 9:25,-116.2406,43.5667,0,0,0,140,4,0,30.07,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040925Z AUTO 14004KT 10S0 CLR 19/04 A3006 R0K T01900040 0ADISHF
BOI,9/4/2020 9:30,-116.2406,43.5667,0,0,0,140,5,0,30.07,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040930Z AUTO 14005KT 10S0 CLR 19/04 A3006 R0K T01900040 0ADISHF
BOI,9/4/2020 9:35,-116.2406,43.5667,0,0,0,140,5,0,30.07,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040935Z AUTO 14005KT 10S0 CLR 19/04 A3006 R0K T01900040 0ADISHF
BOI,9/4/2020 9:40,-116.2406,43.5667,0,0,0,140,7,0,30.07,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040940Z AUTO 14007KT 10S0 CLR 19/04 A3006 R0K T01900040 0ADISHF
BOI,9/4/2020 9:45,-116.2406,43.5667,0,0,0,140,9,0,30.07,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040945Z AUTO 14009KT 10S0 CLR 20/04 A3006 R0K T02000040 0ADISHF
BOI,9/4/2020 9:50,-116.2406,43.5667,0,0,0,140,9,0,30.07,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040950Z AUTO 14009KT 10S0 CLR 20/04 A3006 R0K T02000040 0ADISHF
BOI,9/4/2020 9:53,-116.2406,43.5667,68,39,34.53,140,8,0,30.07,1015.1,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040953Z AUTO 14008KT 10S0 CLR 20/04 A3007 R0K AO2 SLP151 T02000039
BOI,9/4/2020 9:55,-116.2406,43.5667,0,0,0,140,8,0,30.07,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 040955Z AUTO 14008KT 10S0 CLR 20/04 A3006 R0K T02000040 0ADISHF
BOI,9/4/2020 10:00,-116.2406,43.5667,0,0,0,140,8,0,30.08,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041000Z AUTO 14008KT 10S0 CLR 20/04 A3007 R0K T02000040 0ADISHF
BOI,9/4/2020 10:05,-116.2406,43.5667,0,0,0,140,8,0,30.08,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041005Z AUTO 14008KT 10S0 CLR 20/04 A3007 R0K T02000040 0ADISHF
BOI,9/4/2020 10:10,-116.2406,43.5667,0,0,0,140,9,0,30.08,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041010Z AUTO 14009KT 10S0 CLR 19/04 A3007 R0K T01900040 0ADISHF
BOI,9/4/2020 10:15,-116.2406,43.5667,0,0,0,140,8,0,30.08,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041015Z AUTO 14008KT 10S0 CLR 20/04 A3007 R0K T02000040 0ADISHF
BOI,9/4/2020 10:20,-116.2406,43.5667,0,0,0,140,9,0,30.08,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041020Z AUTO 14009KT 10S0 CLR 20/04 A3007 R0K T02000040 0ADISHF
BOI,9/4/2020 10:25,-116.2406,43.5667,0,0,0,140,9,0,30.08,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041025Z AUTO 14009KT 10S0 CLR 20/04 A3007 R0K T02000040 0ADISHF
BOI,9/4/2020 10:30,-116.2406,43.5667,0,0,0,140,9,0,30.08,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041030Z AUTO 14009KT 10S0 CLR 19/04 A3007 R0K T01900040 0ADISHF
BOI,9/4/2020 10:35,-116.2406,43.5667,0,0,0,140,7,0,30.08,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041035Z AUTO 14007KT 10S0 CLR 19/04 A3007 R0K T01900040 0ADISHF
BOI,9/4/2020 10:40,-116.2406,43.5667,0,0,0,150,5,0,30.08,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041040Z AUTO 15005KT 10S0 CLR 19/04 A3007 R0K T01900040 0ADISHF
BOI,9/4/2020 10:45,-116.2406,43.5667,0,0,0,150,5,0,30.08,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041045Z AUTO 15005KT 10S0 CLR 19/04 A3007 R0K T01900040 0ADISHF
BOI,9/4/2020 10:50,-116.2406,43.5667,0,0,0,150,5,0,30.08,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041050Z AUTO 15005KT 10S0 CLR 19/04 A3007 R0K T01900040 0ADISHF
BOI,9/4/2020 10:53,-116.2406,43.5667,66,39.9,38.32,150,4,0,30.08,1015.4,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041053Z AUTO 15004KT 10S0 CLR 19/04 A3008 R0K AO2 SLP154 T01890044
BOI,9/4/2020 10:55,-116.2406,43.5667,0,0,0,150,5,0,30.08,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041055Z AUTO 15005KT 10S0 CLR 19/04 A3007 R0K T01900040 0ADISHF
BOI,9/4/2020 11:00,-116.2406,43.5667,0,0,0,150,5,0,30.08,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041100Z AUTO 15005KT 10S0 CLR 19/04 A3007 R0K T01900040 0ADISHF
BOI,9/4/2020 11:05,-116.2406,43.5667,0,0,0,150,5,0,30.08,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041105Z AUTO 15005KT 10S0 CLR 18/04 A3007 R0K T01800040 0ADISHF
BOI,9/4/2020 11:10,-116.2406,43.5667,0,0,0,150,5,0,30.08,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041110Z AUTO 15005KT 10S0 CLR 18/04 A3007 R0K T01800040 0ADISHF
BOI,9/4/2020 11:15,-116.2406,43.5667,0,0,0,140,5,0,30.09,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041115Z AUTO 14005KT 10S0 CLR 18/04 A3009 R0K T01800040 0ADISHF
BOI,9/4/2020 11:20,-116.2406,43.5667,0,0,0,130,4,0,30.09,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041120Z AUTO 13004KT 10S0 CLR 18/04 A3009 R0K T01800040 0ADISHF
BOI,9/4/2020 11:25,-116.2406,43.5667,0,0,0,130,4,0,30.09,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041125Z AUTO 13004KT 10S0 CLR 18/04 A3009 R0K T01800040 0ADISHF
BOI,9/4/2020 11:30,-116.2406,43.5667,0,0,0,150,4,0,30.09,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041130Z AUTO 15004KT 10S0 CLR 17/04 A3009 R0K T01700040 0ADISHF
BOI,9/4/2020 11:35,-116.2406,43.5667,0,0,0,150,4,0,30.09,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041135Z AUTO 15004KT 10S0 CLR 17/04 A3009 R0K T01700040 0ADISHF
BOI,9/4/2020 11:40,-116.2406,43.5667,0,0,0,160,4,0,30.09,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041140Z AUTO 16004KT 10S0 CLR 17/04 A3009 R0K T01700040 0ADISHF
BOI,9/4/2020 11:45,-116.2406,43.5667,0,0,0,150,4,0,30.09,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041145Z AUTO 15004KT 10S0 CLR 17/04 A3009 R0K T01700040 0ADISHF
BOI,9/4/2020 11:50,-116.2406,43.5667,0,0,0,160,4,0,30.09,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041150Z AUTO 16004KT 10S0 CLR 17/04 A3009 R0K T01700040 0ADISHF
BOI,9/4/2020 11:53,-116.2406,43.5667,63,39.9,42.56,160,4,0,30.09,1015.8,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041153Z AUTO 16004KT 10S0 CLR 17/04 A3009 R0K AO2 SLP158 T01720044 10222 20172 52006
BOI,9/4/2020 11:55,-116.2406,43.5667,0,0,0,150,4,0,30.09,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041155Z AUTO 15004KT 10S0 CLR 17/04 A3009 R0K T01700040 0ADISHF
BOI,9/4/2020 12:00,-116.2406,43.5667,0,0,0,140,5,0,30.09,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041200Z AUTO 14005KT 10S0 CLR 17/04 A3009 R0K T01700040 0ADISHF
BOI,9/4/2020 12:05,-116.2406,43.5667,0,0,0,140,5,0,30.09,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041205Z AUTO 14005KT 10S0 CLR 17/04 A3009 R0K T01700040 0ADISHF
BOI,9/4/2020 12:10,-116.2406,43.5667,0,0,0,150,5,0,30.09,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041210Z AUTO 15005KT 10S0 CLR 17/04 A3009 R0K T01700040 0ADISHF
BOI,9/4/2020 12:15,-116.2406,43.5667,0,0,0,160,5,0,30.09,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041215Z AUTO 16005KT 10S0 CLR 17/04 A3009 R0K T01700040 0ADISHF
BOI,9/4/2020 12:20,-116.2406,43.5667,0,0,0,170,7,0,30.09,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041220Z AUTO 17007KT 10S0 CLR 17/04 A3009 R0K T01700040 0ADISHF
BOI,9/4/2020 12:25,-116.2406,43.5667,0,0,0,160,9,0,30.09,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041225Z AUTO 16009KT 10S0 CLR 18/04 A3009 R0K T01800040 0ADISHF
BOI,9/4/2020 12:30,-116.2406,43.5667,0,0,0,160,10,0,30.09,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041230Z AUTO 16010KT 10S0 CLR 18/04 A3009 R0K T01800040 0ADISHF
BOI,9/4/2020 12:35,-116.2406,43.5667,0,0,0,0,10,0,30.1,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041235Z AUTO ///10KT 10S0 CLR 19/04 A3010 R0K T01900040 0ADISHF
BOI,9/4/2020 12:40,-116.2406,43.5667,0,0,0,0,10,0,30.1,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041240Z AUTO ///10KT 10S0 CLR 19/04 A3010 R0K T01900040 0ADISHF
BOI,9/4/2020 12:45,-116.2406,43.5667,0,0,0,150,9,0,30.1,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041245Z AUTO 15009KT 10S0 CLR 19/04 A3010 R0K T01900040 0ADISHF
BOI,9/4/2020 12:50,-116.2406,43.5667,0,0,0,140,10,0,30.1,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041250Z AUTO 14010KT 10S0 CLR 19/04 A3010 R0K T01900040 0ADISHF
BOI,9/4/2020 12:53,-116.2406,43.5667,66.9,39,35.86,140,10,0,30.1,1016.1,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041253Z AUTO 14010KT 10S0 CLR 19/04 A3010 R0K AO2 SLP161 T01940039
BOI,9/4/2020 12:55,-116.2406,43.5667,0,0,0,140,10,0,30.1,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041255Z AUTO 14010KT 10S0 CLR 19/04 A3010 R0K T01900040 0ADISHF
BOI,9/4/2020 13:00,-116.2406,43.5667,0,0,0,130,9,0,30.1,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041300Z AUTO 13009KT 10S0 CLR 19/04 A3010 R0K T01900040 0ADISHF
BOI,9/4/2020 13:05,-116.2406,43.5667,0,0,0,130,11,0,30.1,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041305Z AUTO 13011KT 10S0 CLR 19/04 A3010 R0K T01900040 0ADISHF
BOI,9/4/2020 13:10,-116.2406,43.5667,0,0,0,140,10,0,30.1,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041310Z AUTO 14010KT 10S0 CLR 19/04 A3010 R0K T01900040 0ADISHF
BOI,9/4/2020 13:15,-116.2406,43.5667,0,0,0,130,11,0,30.11,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041315Z AUTO 13011KT 10S0 CLR 19/04 A3011 R0K T01900040 0ADISHF
BOI,9/4/2020 13:20,-116.2406,43.5667,0,0,0,140,10,0,30.11,0,9,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041320Z AUTO 14010KT 9S0 CLR 19/04 A3011 R0K T01900040 0ADISHF
BOI,9/4/2020 13:25,-116.2406,43.5667,0,0,0,140,10,0,30.11,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041325Z AUTO 14010KT 10S0 CLR 19/04 A3011 R0K T01900040 0ADISHF
BOI,9/4/2020 13:30,-116.2406,43.5667,0,0,0,140,7,0,30.11,0,7,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041330Z AUTO 14007KT 7S0 CLR 19/04 A3011 R0K T01900040 0ADISHF
BOI,9/4/2020 13:35,-116.2406,43.5667,0,0,0,140,10,0,30.11,0,6,0,CLR,0,0,0,0,0,0,0,HZ,0,0,0,0,0,0,0,KBOI 041335Z AUTO 14010KT 6S0 HZ CLR 19/04 A3011 R0K T01900040 0ADISHF
BOI,9/4/2020 13:40,-116.2406,43.5667,0,0,0,140,11,0,30.11,0,7,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041340Z AUTO 14011KT 7S0 CLR 19/04 A3011 R0K T01900040 0ADISHF
BOI,9/4/2020 13:45,-116.2406,43.5667,0,0,0,140,9,0,30.12,0,7,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041345Z AUTO 14009KT 7S0 CLR 19/04 A3012 R0K T01900040 0ADISHF
BOI,9/4/2020 13:50,-116.2406,43.5667,0,0,0,140,11,0,30.12,0,7,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041350Z AUTO 14011KT 7S0 CLR 19/04 A3012 R0K T01900040 0ADISHF
BOI,9/4/2020 13:53,-116.2406,43.5667,66.9,39,35.86,140,11,0,30.12,1016.9,8,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041353Z 14011KT 8S0 CLR 19/04 A3012 R0K AO2 SLP169 T01940039
BOI,9/4/2020 13:55,-116.2406,43.5667,0,0,0,140,10,0,30.12,0,8,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041355Z AUTO 14010KT 8S0 CLR 19/04 A3012 R0K T01900040 0ADISHF
BOI,9/4/2020 14:00,-116.2406,43.5667,0,0,0,140,11,0,30.12,0,7,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041400Z AUTO 14011KT 7S0 CLR 20/04 A3012 R0K T02000040 0ADISHF
BOI,9/4/2020 14:05,-116.2406,43.5667,0,0,0,140,11,0,30.12,0,8,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041405Z AUTO 14011KT 8S0 CLR 20/04 A3012 R0K T02000040 0ADISHF
BOI,9/4/2020 14:10,-116.2406,43.5667,0,0,0,130,11,0,30.13,0,6,0,CLR,0,0,0,0,0,0,0,HZ,0,0,0,0,0,0,0,KBOI 041410Z AUTO 13011KT 6S0 HZ CLR 20/04 A3012 R0K T02000040 0ADISHF
BOI,9/4/2020 14:15,-116.2406,43.5667,0,0,0,130,11,0,30.13,0,6,0,CLR,0,0,0,0,0,0,0,HZ,0,0,0,0,0,0,0,KBOI 041415Z AUTO 13011KT 6S0 HZ CLR 21/04 A3012 R0K T02100040 0ADISHF
BOI,9/4/2020 14:20,-116.2406,43.5667,0,0,0,130,11,0,30.13,0,9,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041420Z AUTO 13011KT 9S0 CLR 21/04 A3012 R0K T02100040 0ADISHF
BOI,9/4/2020 14:25,-116.2406,43.5667,0,0,0,130,11,0,30.13,0,9,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041425Z AUTO 13011KT 9S0 CLR 21/04 A3012 R0K T02100040 0ADISHF
BOI,9/4/2020 14:30,-116.2406,43.5667,0,0,0,130,11,0,30.13,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041430Z AUTO 13011KT 10S0 CLR 21/04 A3012 R0K T02100040 0ADISHF
BOI,9/4/2020 14:35,-116.2406,43.5667,0,0,0,120,11,0,30.13,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041435Z AUTO 12011KT 10S0 CLR 21/04 A3012 R0K T02100040 0ADISHF
BOI,9/4/2020 14:40,-116.2406,43.5667,0,0,0,130,10,0,30.13,0,9,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041440Z AUTO 13010KT 9S0 CLR 22/04 A3012 R0K T02200040 0ADISHF
BOI,9/4/2020 14:45,-116.2406,43.5667,0,0,0,130,11,0,30.13,0,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041445Z AUTO 13011KT 10S0 CLR 23/04 A3012 R0K T02300040 0ADISHF
BOI,9/4/2020 14:50,-116.2406,43.5667,0,0,0,130,10,0,30.14,0,10,15,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041450Z AUTO 13010G15KT 10S0 CLR 23/04 A3013 R0K T02300040 0ADISHF
BOI,9/4/2020 14:53,-116.2406,43.5667,72,39,30.12,130,11,0,30.14,1017.5,10,0,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBOI 041453Z 13011KT 10S0 CLR 22/04 A3014 R0K AO2 SLP175 T02220039 53016
