,Date,DollarsPerMBTU
2469,"Dec 01, 2006",8.42
2470,"Dec 04, 2006",7.84
2471,"Dec 05, 2006",7.32
2472,"Dec 06, 2006",7.32
2473,"Dec 07, 2006",7.61
2474,"Dec 08, 2006",7.45
2475,"Dec 11, 2006",6.81
2476,"Dec 12, 2006",6.93
2477,"Dec 13, 2006",7.21
2478,"Dec 14, 2006",7.26
2479,"Dec 15, 2006",6.82
2480,"Dec 18, 2006",6.62
2481,"Dec 19, 2006",6.27
2482,"Dec 20, 2006",6.43
2483,"Dec 21, 2006",6.09
2484,"Dec 22, 2006",5.88
2485,"Dec 26, 2006",5.72
2486,"Dec 27, 2006",5.54
2487,"Dec 28, 2006",5.63
2488,"Dec 29, 2006",5.5
2489,"Jan 02, 2007",5.4
2490,"Jan 03, 2007",5.47
2491,"Jan 04, 2007",5.6
2492,"Jan 05, 2007",5.52
2493,"Jan 08, 2007",6.02
2494,"Jan 09, 2007",6.15
2495,"Jan 10, 2007",6.42
2496,"Jan 11, 2007",6.09
2497,"Jan 12, 2007",5.97
2498,"Jan 16, 2007",6.82
2499,"Jan 17, 2007",6.57
2500,"Jan 18, 2007",6.29
2501,"Jan 19, 2007",6.4
2502,"Jan 22, 2007",7.2
2503,"Jan 23, 2007",7.53
2504,"Jan 24, 2007",7.58
2505,"Jan 25, 2007",7.18
2506,"Jan 26, 2007",6.95
2507,"Jan 29, 2007",7.35
2508,"Jan 30, 2007",7.32
2509,"Jan 31, 2007",7.76
2510,"Feb 01, 2007",7.93
2511,"Feb 02, 2007",8.17
2512,"Feb 05, 2007",9.14
2513,"Feb 06, 2007",8.29
2514,"Feb 07, 2007",7.9
2515,"Feb 08, 2007",8.06
2516,"Feb 09, 2007",8.16
2517,"Feb 12, 2007",7.78
2518,"Feb 13, 2007",8.09
2519,"Feb 14, 2007",8.9
2520,"Feb 15, 2007",8.91
2521,"Feb 16, 2007",8.45
2522,"Feb 20, 2007",7.34
2523,"Feb 21, 2007",7.51
2524,"Feb 22, 2007",7.47
2525,"Feb 23, 2007",7.53
2526,"Feb 26, 2007",7.73
2527,"Feb 27, 2007",7.44
2528,"Feb 28, 2007",7.23
2529,"Mar 01, 2007",7.07
2530,"Mar 02, 2007",7.22
2531,"Mar 05, 2007",7.36
2532,"Mar 06, 2007",7.55
2533,"Mar 07, 2007",7.5
2534,"Mar 08, 2007",7.14
2535,"Mar 09, 2007",7.05
2536,"Mar 12, 2007",6.81
2537,"Mar 13, 2007",6.78
2538,"Mar 14, 2007",6.86
2539,"Mar 15, 2007",7.02
2540,"Mar 16, 2007",6.84
2541,"Mar 19, 2007",6.7
2542,"Mar 20, 2007",6.81
2543,"Mar 21, 2007",6.82
2544,"Mar 22, 2007",7.07
2545,"Mar 23, 2007",7.16
2546,"Mar 26, 2007",7.15
2547,"Mar 27, 2007",7.15
2548,"Mar 28, 2007",7.47
2549,"Mar 29, 2007",7.34
2550,"Mar 30, 2007",7.5
2551,"Apr 02, 2007",7.62
2552,"Apr 03, 2007",7.57
2553,"Apr 04, 2007",7.46
2554,"Apr 05, 2007",7.53
2555,"Apr 09, 2007",7.65
2556,"Apr 10, 2007",7.65
2557,"Apr 11, 2007",7.97
2558,"Apr 12, 2007",7.95
2559,"Apr 13, 2007",7.93
2560,"Apr 16, 2007",7.66
2561,"Apr 17, 2007",7.5
2562,"Apr 18, 2007",7.54
2563,"Apr 19, 2007",7.54
2564,"Apr 20, 2007",7.32
2565,"Apr 23, 2007",7.24
2566,"Apr 24, 2007",7.57
2567,"Apr 25, 2007",7.6
2568,"Apr 26, 2007",7.56
2569,"Apr 27, 2007",7.44
2570,"Apr 30, 2007",7.71
2571,"May 01, 2007",7.64
2572,"May 02, 2007",7.64
2573,"May 03, 2007",7.58
2574,"May 04, 2007",7.82
2575,"May 07, 2007",7.69
2576,"May 08, 2007",7.5
2577,"May 09, 2007",7.46
2578,"May 10, 2007",7.63
2579,"May 11, 2007",7.53
2580,"May 14, 2007",7.85
2581,"May 15, 2007",7.68
2582,"May 16, 2007",7.62
2583,"May 17, 2007",7.69
2584,"May 18, 2007",7.87
2585,"May 21, 2007",7.66
2586,"May 22, 2007",7.6
2587,"May 23, 2007",7.51
2588,"May 24, 2007",7.56
2589,"May 25, 2007",7.47
2590,"May 29, 2007",7.51
2591,"May 30, 2007",7.71
2592,"May 31, 2007",7.8
2593,"Jun 01, 2007",7.57
2594,"Jun 04, 2007",7.73
2595,"Jun 05, 2007",7.83
2596,"Jun 06, 2007",7.83
2597,"Jun 07, 2007",7.89
2598,"Jun 08, 2007",7.52
2599,"Jun 11, 2007",7.42
2600,"Jun 12, 2007",7.45
2601,"Jun 13, 2007",7.6
2602,"Jun 14, 2007",7.48
2603,"Jun 15, 2007",7.58
2604,"Jun 18, 2007",7.69
2605,"Jun 19, 2007",7.46
2606,"Jun 20, 2007",7.39
2607,"Jun 21, 2007",7.24
2608,"Jun 22, 2007",7.04
2609,"Jun 25, 2007",6.77
2610,"Jun 26, 2007",6.85
2611,"Jun 27, 2007",6.74
2612,"Jun 28, 2007",6.79
2613,"Jun 29, 2007",6.4
2614,"Jul 02, 2007",6.24
2615,"Jul 03, 2007",6.37
2616,"Jul 05, 2007",6.3
2617,"Jul 06, 2007",6.15
2618,"Jul 09, 2007",6.39
2619,"Jul 10, 2007",6.44
2620,"Jul 11, 2007",6.66
2621,"Jul 12, 2007",6.26
2622,"Jul 13, 2007",6.27
2623,"Jul 16, 2007",6.32
2624,"Jul 17, 2007",6.34
2625,"Jul 18, 2007",6.23
2626,"Jul 19, 2007",6.5
2627,"Jul 20, 2007",6.46
2628,"Jul 23, 2007",6.0
2629,"Jul 24, 2007",5.66
2630,"Jul 25, 2007",5.56
2631,"Jul 26, 2007",5.83
2632,"Jul 27, 2007",5.77
2633,"Jul 30, 2007",6.31
2634,"Jul 31, 2007",6.53
2635,"Aug 01, 2007",6.19
2636,"Aug 02, 2007",6.34
2637,"Aug 03, 2007",6.11
2638,"Aug 06, 2007",6.1
2639,"Aug 07, 2007",6.38
2640,"Aug 08, 2007",6.24
2641,"Aug 09, 2007",6.45
2642,"Aug 10, 2007",6.57
2643,"Aug 13, 2007",7.15
2644,"Aug 14, 2007",6.86
2645,"Aug 15, 2007",7.3
2646,"Aug 16, 2007",6.96
2647,"Aug 17, 2007",7.14
2648,"Aug 20, 2007",6.47
2649,"Aug 21, 2007",5.92
2650,"Aug 22, 2007",5.84
2651,"Aug 23, 2007",5.73
2652,"Aug 24, 2007",5.69
2653,"Aug 27, 2007",5.34
2654,"Aug 28, 2007",5.56
2655,"Aug 29, 2007",5.64
2656,"Aug 30, 2007",5.54
2657,"Aug 31, 2007",5.49
2658,"Sep 04, 2007",5.3
2659,"Sep 05, 2007",5.8
2660,"Sep 06, 2007",6.02
2661,"Sep 07, 2007",5.53
2662,"Sep 10, 2007",5.56
2663,"Sep 11, 2007",5.98
2664,"Sep 12, 2007",6.13
2665,"Sep 13, 2007",6.27
2666,"Sep 14, 2007",6.23
2667,"Sep 17, 2007",6.38
2668,"Sep 18, 2007",6.42
2669,"Sep 19, 2007",6.25
2670,"Sep 20, 2007",6.02
2671,"Sep 21, 2007",5.96
2672,"Sep 24, 2007",6.12
2673,"Sep 25, 2007",6.54
2674,"Sep 26, 2007",6.47
2675,"Sep 27, 2007",6.38
2676,"Sep 28, 2007",6.15
2677,"Oct 01, 2007",6.07
2678,"Oct 02, 2007",6.55
2679,"Oct 03, 2007",6.96
2680,"Oct 04, 2007",6.91
2681,"Oct 05, 2007",6.77
2682,"Oct 08, 2007",6.69
2683,"Oct 09, 2007",6.63
2684,"Oct 10, 2007",6.79
2685,"Oct 11, 2007",6.85
2686,"Oct 12, 2007",6.46
2687,"Oct 15, 2007",7.09
2688,"Oct 16, 2007",7.29
2689,"Oct 17, 2007",7.12
2690,"Oct 18, 2007",7.11
2691,"Oct 19, 2007",6.91
2692,"Oct 22, 2007",6.63
2693,"Oct 23, 2007",6.3
2694,"Oct 24, 2007",6.11
2695,"Oct 25, 2007",6.49
2696,"Oct 26, 2007",6.43
2697,"Oct 29, 2007",6.66
2698,"Oct 30, 2007",6.99
2699,"Oct 31, 2007",7.28
2700,"Nov 01, 2007",7.09
2701,"Nov 02, 2007",6.63
2702,"Nov 05, 2007",6.71
2703,"Nov 06, 2007",7.2
2704,"Nov 07, 2007",7.42
2705,"Nov 08, 2007",6.81
2706,"Nov 09, 2007",6.59
2707,"Nov 12, 2007",6.83
2708,"Nov 13, 2007",7.22
2709,"Nov 14, 2007",7.28
2710,"Nov 15, 2007",7.35
2711,"Nov 16, 2007",7.29
2712,"Nov 19, 2007",7.38
2713,"Nov 20, 2007",6.81
2714,"Nov 21, 2007",6.67
2715,"Nov 23, 2007",6.67
2716,"Nov 26, 2007",7.53
2717,"Nov 27, 2007",7.42
2718,"Nov 28, 2007",7.51
2719,"Nov 29, 2007",7.45
2720,"Nov 30, 2007",7.29
2721,"Dec 03, 2007",6.97
2722,"Dec 04, 2007",7.27
2723,"Dec 05, 2007",7.04
2724,"Dec 06, 2007",7.29
2725,"Dec 07, 2007",7.04
2726,"Dec 10, 2007",6.98
2727,"Dec 11, 2007",7.12
2728,"Dec 12, 2007",7.22
2729,"Dec 13, 2007",7.46
2730,"Dec 14, 2007",7.09
2731,"Dec 17, 2007",7.06
2732,"Dec 18, 2007",7.16
2733,"Dec 19, 2007",7.18
2734,"Dec 20, 2007",7.19
2735,"Dec 21, 2007",7.03
2736,"Dec 24, 2007",7.03
2737,"Dec 26, 2007",6.94
2738,"Dec 27, 2007",6.8
2739,"Dec 28, 2007",7.11
2740,"Dec 31, 2007",7.11
2741,"Jan 02, 2008",7.83
2742,"Jan 03, 2008",7.84
2743,"Jan 04, 2008",7.51
2744,"Jan 07, 2008",7.61
2745,"Jan 08, 2008",7.59
2746,"Jan 09, 2008",7.89
2747,"Jan 10, 2008",7.96
2748,"Jan 11, 2008",8.13
2749,"Jan 14, 2008",8.45
2750,"Jan 15, 2008",8.43
2751,"Jan 16, 2008",8.23
2752,"Jan 17, 2008",8.1
2753,"Jan 18, 2008",8.42
2754,"Jan 22, 2008",7.97
2755,"Jan 23, 2008",7.84
2756,"Jan 24, 2008",7.85
2757,"Jan 25, 2008",7.8
2758,"Jan 28, 2008",7.87
2759,"Jan 29, 2008",8.1
2760,"Jan 30, 2008",8.17
2761,"Jan 31, 2008",8.1
2762,"Feb 01, 2008",7.88
2763,"Feb 04, 2008",7.56
2764,"Feb 05, 2008",7.8
2765,"Feb 06, 2008",7.94
2766,"Feb 07, 2008",7.99
2767,"Feb 08, 2008",8.06
2768,"Feb 11, 2008",8.38
2769,"Feb 12, 2008",8.37
2770,"Feb 13, 2008",8.35
2771,"Feb 14, 2008",8.5
2772,"Feb 15, 2008",8.73
2773,"Feb 19, 2008",8.91
2774,"Feb 20, 2008",9.08
2775,"Feb 21, 2008",8.9
2776,"Feb 22, 2008",8.65
2777,"Feb 25, 2008",9.15
2778,"Feb 26, 2008",9.21
2779,"Feb 27, 2008",9.21
2780,"Feb 28, 2008",9.11
2781,"Feb 29, 2008",9.1
2782,"Mar 03, 2008",9.07
2783,"Mar 04, 2008",9.21
2784,"Mar 05, 2008",9.37
2785,"Mar 06, 2008",9.7
2786,"Mar 07, 2008",9.82
2787,"Mar 10, 2008",9.59
2788,"Mar 11, 2008",9.85
2789,"Mar 12, 2008",9.69
2790,"Mar 13, 2008",9.74
2791,"Mar 14, 2008",9.84
2792,"Mar 17, 2008",9.59
2793,"Mar 18, 2008",9.1
2794,"Mar 19, 2008",9.11
2795,"Mar 20, 2008",8.54
2796,"Mar 24, 2008",8.99
2797,"Mar 25, 2008",9.28
2798,"Mar 26, 2008",9.25
2799,"Mar 27, 2008",9.3
2800,"Mar 28, 2008",9.36
2801,"Mar 31, 2008",9.86
2802,"Apr 01, 2008",9.92
2803,"Apr 02, 2008",9.6
2804,"Apr 03, 2008",9.68
2805,"Apr 04, 2008",9.36
2806,"Apr 07, 2008",9.48
2807,"Apr 08, 2008",9.78
2808,"Apr 09, 2008",9.88
2809,"Apr 10, 2008",10.18
2810,"Apr 11, 2008",10.07
2811,"Apr 14, 2008",10.03
2812,"Apr 15, 2008",10.16
2813,"Apr 16, 2008",10.11
2814,"Apr 17, 2008",10.27
2815,"Apr 18, 2008",10.08
2816,"Apr 21, 2008",10.5
2817,"Apr 22, 2008",10.56
2818,"Apr 23, 2008",10.33
2819,"Apr 24, 2008",10.58
2820,"Apr 25, 2008",10.72
2821,"Apr 28, 2008",10.95
2822,"Apr 29, 2008",10.94
2823,"Apr 30, 2008",10.81
2824,"May 01, 2008",10.66
2825,"May 02, 2008",10.37
2826,"May 05, 2008",10.77
2827,"May 06, 2008",11.09
2828,"May 07, 2008",11.08
2829,"May 08, 2008",11.33
2830,"May 09, 2008",11.29
2831,"May 12, 2008",11.38
2832,"May 13, 2008",11.18
2833,"May 14, 2008",11.52
2834,"May 15, 2008",11.41
2835,"May 16, 2008",11.31
2836,"May 19, 2008",11.1
2837,"May 20, 2008",10.94
2838,"May 21, 2008",11.4
2839,"May 22, 2008",11.57
2840,"May 23, 2008",11.56
2841,"May 27, 2008",11.85
2842,"May 28, 2008",11.6
2843,"May 29, 2008",11.81
2844,"May 30, 2008",11.43
2845,"Jun 02, 2008",11.8
2846,"Jun 03, 2008",12.27
2847,"Jun 04, 2008",12.17
2848,"Jun 05, 2008",12.49
2849,"Jun 06, 2008",12.71
2850,"Jun 09, 2008",12.71
2851,"Jun 10, 2008",12.72
2852,"Jun 11, 2008",12.49
2853,"Jun 12, 2008",12.51
2854,"Jun 13, 2008",12.51
2855,"Jun 16, 2008",12.73
2856,"Jun 17, 2008",12.87
2857,"Jun 18, 2008",12.93
2858,"Jun 19, 2008",13.09
2859,"Jun 20, 2008",12.76
2860,"Jun 23, 2008",12.92
2861,"Jun 24, 2008",12.96
2862,"Jun 25, 2008",12.76
2863,"Jun 26, 2008",12.7
2864,"Jun 27, 2008",13.1
2865,"Jun 30, 2008",13.19
2866,"Jul 01, 2008",13.28
2867,"Jul 02, 2008",13.31
2868,"Jul 03, 2008",13.0
2869,"Jul 07, 2008",12.96
2870,"Jul 08, 2008",12.47
2871,"Jul 09, 2008",12.1
2872,"Jul 10, 2008",11.83
2873,"Jul 11, 2008",12.15
2874,"Jul 14, 2008",11.58
2875,"Jul 15, 2008",11.79
2876,"Jul 16, 2008",11.15
2877,"Jul 17, 2008",11.43
2878,"Jul 18, 2008",10.54
2879,"Jul 21, 2008",10.58
2880,"Jul 22, 2008",10.16
2881,"Jul 23, 2008",9.88
2882,"Jul 24, 2008",9.7
2883,"Jul 25, 2008",9.34
2884,"Jul 28, 2008",9.26
2885,"Jul 29, 2008",9.17
2886,"Jul 30, 2008",9.01
2887,"Jul 31, 2008",9.26
2888,"Aug 01, 2008",9.05
2889,"Aug 04, 2008",9.2
2890,"Aug 05, 2008",8.66
2891,"Aug 06, 2008",8.7
2892,"Aug 07, 2008",8.77
2893,"Aug 08, 2008",8.22
2894,"Aug 11, 2008",8.18
2895,"Aug 12, 2008",8.23
2896,"Aug 13, 2008",8.11
2897,"Aug 14, 2008",8.15
2898,"Aug 15, 2008",7.82
2899,"Aug 18, 2008",7.74
2900,"Aug 19, 2008",7.73
2901,"Aug 20, 2008",8.02
2902,"Aug 21, 2008",8.04
2903,"Aug 22, 2008",7.98
2904,"Aug 25, 2008",7.63
2905,"Aug 26, 2008",8.02
2906,"Aug 27, 2008",8.54
2907,"Aug 28, 2008",8.36
2908,"Aug 29, 2008",8.24
2909,"Sep 02, 2008",8.24
2910,"Sep 03, 2008",7.26
2911,"Sep 04, 2008",7.24
2912,"Sep 05, 2008",7.4
2913,"Sep 08, 2008",7.68
2914,"Sep 09, 2008",7.28
2915,"Sep 10, 2008",7.65
2916,"Sep 11, 2008",7.83
2917,"Sep 12, 2008",8.02
2918,"Sep 15, 2008",8.02
2919,"Sep 16, 2008",7.76
2920,"Sep 17, 2008",7.72
2921,"Sep 18, 2008",8.26
2922,"Sep 19, 2008",7.79
2923,"Sep 22, 2008",7.66
2924,"Sep 23, 2008",7.84
2925,"Sep 24, 2008",8.15
2926,"Sep 25, 2008",7.63
2927,"Sep 26, 2008",7.42
2928,"Sep 29, 2008",7.13
2929,"Sep 30, 2008",7.17
2930,"Oct 01, 2008",7.41
2931,"Oct 02, 2008",7.64
2932,"Oct 03, 2008",7.16
2933,"Oct 06, 2008",6.87
2934,"Oct 07, 2008",6.74
2935,"Oct 08, 2008",6.58
2936,"Oct 09, 2008",6.69
2937,"Oct 10, 2008",6.52
2938,"Oct 13, 2008",6.62
2939,"Oct 14, 2008",6.74
2940,"Oct 15, 2008",6.64
2941,"Oct 16, 2008",6.65
2942,"Oct 17, 2008",6.76
2943,"Oct 20, 2008",6.98
2944,"Oct 21, 2008",6.76
2945,"Oct 22, 2008",6.94
2946,"Oct 23, 2008",6.77
2947,"Oct 24, 2008",6.29
2948,"Oct 27, 2008",6.27
2949,"Oct 28, 2008",6.4
2950,"Oct 29, 2008",6.58
2951,"Oct 30, 2008",6.75
2952,"Oct 31, 2008",6.18
2953,"Nov 03, 2008",6.45
2954,"Nov 04, 2008",6.79
2955,"Nov 05, 2008",6.94
2956,"Nov 06, 2008",7.04
2957,"Nov 07, 2008",6.6
2958,"Nov 10, 2008",7.07
2959,"Nov 11, 2008",7.02
2960,"Nov 12, 2008",6.65
2961,"Nov 13, 2008",6.31
2962,"Nov 14, 2008",6.33
2963,"Nov 17, 2008",6.55
2964,"Nov 18, 2008",6.74
2965,"Nov 19, 2008",6.76
2966,"Nov 20, 2008",6.76
2967,"Nov 21, 2008",6.56
2968,"Nov 24, 2008",6.85
2969,"Nov 25, 2008",6.71
2970,"Nov 26, 2008",6.43
2971,"Nov 28, 2008",6.43
2972,"Dec 01, 2008",6.48
2973,"Dec 02, 2008",6.68
2974,"Dec 03, 2008",6.48
2975,"Dec 04, 2008",6.55
2976,"Dec 05, 2008",5.99
2977,"Dec 08, 2008",5.73
2978,"Dec 09, 2008",5.57
2979,"Dec 10, 2008",5.67
2980,"Dec 11, 2008",5.86
2981,"Dec 12, 2008",5.56
2982,"Dec 15, 2008",5.75
2983,"Dec 16, 2008",5.75
2984,"Dec 17, 2008",5.79
2985,"Dec 18, 2008",5.63
2986,"Dec 19, 2008",5.66
2987,"Dec 22, 2008",5.39
2988,"Dec 23, 2008",5.37
2989,"Dec 24, 2008",5.44
2990,"Dec 26, 2008",5.44
2991,"Dec 29, 2008",5.81
2992,"Dec 30, 2008",5.71
2993,"Dec 31, 2008",5.63
2994,"Jan 02, 2009",5.41
2995,"Jan 05, 2009",5.83
2996,"Jan 06, 2009",6.1
2997,"Jan 07, 2009",5.89
2998,"Jan 08, 2009",5.96
2999,"Jan 09, 2009",5.6
3000,"Jan 12, 2009",5.59
3001,"Jan 13, 2009",5.7
3002,"Jan 14, 2009",5.47
3003,"Jan 15, 2009",5.27
3004,"Jan 16, 2009",5.09
3005,"Jan 20, 2009",4.86
3006,"Jan 21, 2009",4.87
3007,"Jan 22, 2009",4.72
3008,"Jan 23, 2009",4.75
3009,"Jan 26, 2009",4.62
3010,"Jan 27, 2009",4.76
3011,"Jan 28, 2009",4.84
3012,"Jan 29, 2009",4.71
3013,"Jan 30, 2009",4.77
3014,"Feb 02, 2009",4.48
3015,"Feb 03, 2009",5.04
3016,"Feb 04, 2009",5.01
3017,"Feb 05, 2009",4.84
3018,"Feb 06, 2009",4.67
3019,"Feb 09, 2009",4.76
3020,"Feb 10, 2009",4.84
3021,"Feb 11, 2009",4.68
3022,"Feb 12, 2009",4.73
3023,"Feb 13, 2009",4.6
3024,"Feb 17, 2009",4.35
3025,"Feb 18, 2009",4.35
3026,"Feb 19, 2009",4.46
3027,"Feb 20, 2009",4.21
3028,"Feb 23, 2009",4.23
3029,"Feb 24, 2009",4.21
3030,"Feb 25, 2009",4.2
3031,"Feb 26, 2009",4.08
3032,"Feb 27, 2009",4.04
3033,"Mar 02, 2009",4.36
3034,"Mar 03, 2009",4.43
3035,"Mar 04, 2009",4.23
3036,"Mar 05, 2009",4.22
3037,"Mar 06, 2009",3.93
3038,"Mar 09, 2009",3.86
3039,"Mar 10, 2009",3.88
3040,"Mar 11, 2009",3.92
3041,"Mar 12, 2009",3.87
3042,"Mar 13, 2009",3.9
3043,"Mar 16, 2009",3.78
3044,"Mar 17, 2009",3.78
3045,"Mar 18, 2009",3.75
3046,"Mar 19, 2009",3.68
3047,"Mar 20, 2009",3.99
3048,"Mar 23, 2009",4.17
3049,"Mar 24, 2009",4.13
3050,"Mar 25, 2009",4.13
3051,"Mar 26, 2009",4.16
3052,"Mar 27, 2009",3.73
3053,"Mar 30, 2009",3.63
3054,"Mar 31, 2009",3.58
3055,"Apr 01, 2009",3.56
3056,"Apr 02, 2009",3.69
3057,"Apr 03, 2009",3.66
3058,"Apr 06, 2009",3.74
3059,"Apr 07, 2009",3.6
3060,"Apr 08, 2009",3.5
3061,"Apr 09, 2009",3.59
3062,"Apr 13, 2009",3.46
3063,"Apr 14, 2009",3.59
3064,"Apr 15, 2009",3.6
3065,"Apr 16, 2009",3.54
3066,"Apr 17, 2009",3.47
3067,"Apr 20, 2009",3.55
3068,"Apr 21, 2009",3.43
3069,"Apr 22, 2009",3.48
3070,"Apr 23, 2009",3.46
3071,"Apr 24, 2009",3.31
3072,"Apr 27, 2009",3.19
3073,"Apr 28, 2009",3.29
3074,"Apr 29, 2009",3.43
3075,"Apr 30, 2009",3.25
3076,"May 01, 2009",3.3
3077,"May 04, 2009",3.47
3078,"May 05, 2009",3.62
3079,"May 06, 2009",3.67
3080,"May 07, 2009",3.96
3081,"May 08, 2009",4.16
3082,"May 11, 2009",4.24
3083,"May 12, 2009",4.41
3084,"May 13, 2009",4.42
3085,"May 14, 2009",4.1
3086,"May 15, 2009",4.05
3087,"May 18, 2009",4.02
3088,"May 19, 2009",3.99
3089,"May 20, 2009",3.75
3090,"May 21, 2009",3.77
3091,"May 22, 2009",3.41
3092,"May 26, 2009",3.35
3093,"May 27, 2009",3.49
3094,"May 28, 2009",3.55
3095,"May 29, 2009",3.92
3096,"Jun 01, 2009",3.86
3097,"Jun 02, 2009",4.05
3098,"Jun 03, 2009",3.81
3099,"Jun 04, 2009",3.58
3100,"Jun 05, 2009",3.51
3101,"Jun 08, 2009",3.53
3102,"Jun 09, 2009",3.53
3103,"Jun 10, 2009",3.56
3104,"Jun 11, 2009",3.51
3105,"Jun 12, 2009",3.54
3106,"Jun 15, 2009",3.8
3107,"Jun 16, 2009",4.16
3108,"Jun 17, 2009",3.99
3109,"Jun 18, 2009",4.19
3110,"Jun 19, 2009",4.04
3111,"Jun 22, 2009",4.01
3112,"Jun 23, 2009",3.91
3113,"Jun 24, 2009",3.8
3114,"Jun 25, 2009",3.82
3115,"Jun 26, 2009",3.81
3116,"Jun 29, 2009",3.88
3117,"Jun 30, 2009",3.72
3118,"Jul 01, 2009",3.63
3119,"Jul 02, 2009",3.49
3120,"Jul 06, 2009",3.24
3121,"Jul 07, 2009",3.3
3122,"Jul 08, 2009",3.22
3123,"Jul 09, 2009",3.36
3124,"Jul 10, 2009",3.24
3125,"Jul 13, 2009",3.17
3126,"Jul 14, 2009",3.29
3127,"Jul 15, 2009",3.37
3128,"Jul 16, 2009",3.21
3129,"Jul 17, 2009",3.39
3130,"Jul 20, 2009",3.49
3131,"Jul 21, 2009",3.48
3132,"Jul 22, 2009",3.49
3133,"Jul 23, 2009",3.66
3134,"Jul 24, 2009",3.37
3135,"Jul 27, 2009",3.46
3136,"Jul 28, 2009",3.49
3137,"Jul 29, 2009",3.41
3138,"Jul 30, 2009",3.34
3139,"Jul 31, 2009",3.34
3140,"Aug 03, 2009",3.43
3141,"Aug 04, 2009",3.53
3142,"Aug 05, 2009",3.61
3143,"Aug 06, 2009",3.78
3144,"Aug 07, 2009",3.57
3145,"Aug 10, 2009",3.55
3146,"Aug 11, 2009",3.54
3147,"Aug 12, 2009",3.36
3148,"Aug 13, 2009",3.34
3149,"Aug 14, 2009",3.18
3150,"Aug 17, 2009",3.11
3151,"Aug 18, 2009",3.12
3152,"Aug 19, 2009",3.03
3153,"Aug 20, 2009",3.03
3154,"Aug 21, 2009",2.78
3155,"Aug 24, 2009",2.69
3156,"Aug 25, 2009",2.85
3157,"Aug 26, 2009",2.76
3158,"Aug 27, 2009",2.76
3159,"Aug 28, 2009",2.52
3160,"Aug 31, 2009",2.42
3161,"Sep 01, 2009",2.36
3162,"Sep 02, 2009",2.25
3163,"Sep 03, 2009",2.06
3164,"Sep 04, 2009",1.83
3165,"Sep 08, 2009",2.43
3166,"Sep 09, 2009",2.72
3167,"Sep 10, 2009",2.68
3168,"Sep 11, 2009",2.94
3169,"Sep 14, 2009",2.84
3170,"Sep 15, 2009",3.21
3171,"Sep 16, 2009",3.28
3172,"Sep 17, 2009",3.5
3173,"Sep 18, 2009",3.21
3174,"Sep 21, 2009",3.35
3175,"Sep 22, 2009",3.37
3176,"Sep 23, 2009",3.43
3177,"Sep 24, 2009",3.56
3178,"Sep 25, 2009",3.61
3179,"Sep 28, 2009",3.54
3180,"Sep 29, 2009",3.3
3181,"Sep 30, 2009",3.25
3182,"Oct 01, 2009",2.91
3183,"Oct 02, 2009",2.32
3184,"Oct 05, 2009",2.89
3185,"Oct 06, 2009",3.23
3186,"Oct 07, 2009",3.7
3187,"Oct 08, 2009",4.24
3188,"Oct 09, 2009",3.92
3189,"Oct 12, 2009",3.96
3190,"Oct 13, 2009",4.03
3191,"Oct 14, 2009",3.82
3192,"Oct 15, 2009",3.88
3193,"Oct 16, 2009",3.94
3194,"Oct 19, 2009",4.22
3195,"Oct 20, 2009",4.6
3196,"Oct 21, 2009",4.8
3197,"Oct 22, 2009",4.98
3198,"Oct 23, 2009",4.88
3199,"Oct 26, 2009",4.52
3200,"Oct 27, 2009",4.52
3201,"Oct 28, 2009",4.59
3202,"Oct 29, 2009",4.11
3203,"Oct 30, 2009",4.11
3204,"Nov 02, 2009",4.32
3205,"Nov 03, 2009",4.33
3206,"Nov 04, 2009",4.49
3207,"Nov 05, 2009",4.3
3208,"Nov 06, 2009",3.95
3209,"Nov 09, 2009",3.78
3210,"Nov 10, 2009",3.76
3211,"Nov 11, 2009",3.59
3212,"Nov 12, 2009",3.24
3213,"Nov 13, 2009",2.51
3214,"Nov 16, 2009",2.65
3215,"Nov 17, 2009",3.47
3216,"Nov 18, 2009",3.74
3217,"Nov 19, 2009",3.57
3218,"Nov 20, 2009",3.09
3219,"Nov 23, 2009",3.79
3220,"Nov 24, 2009",3.63
3221,"Nov 25, 2009",3.32
3222,"Nov 27, 2009",3.32
3223,"Nov 30, 2009",4.41
3224,"Dec 01, 2009",4.3
3225,"Dec 02, 2009",4.67
3226,"Dec 03, 2009",4.57
3227,"Dec 04, 2009",4.53
3228,"Dec 07, 2009",4.78
3229,"Dec 08, 2009",5.1
3230,"Dec 09, 2009",5.27
3231,"Dec 10, 2009",5.02
3232,"Dec 11, 2009",5.21
3233,"Dec 14, 2009",5.41
3234,"Dec 15, 2009",5.53
3235,"Dec 16, 2009",5.57
3236,"Dec 17, 2009",5.65
3237,"Dec 18, 2009",5.87
3238,"Dec 21, 2009",5.79
3239,"Dec 22, 2009",5.56
3240,"Dec 23, 2009",5.55
3241,"Dec 24, 2009",5.75
3242,"Dec 28, 2009",5.91
3243,"Dec 29, 2009",6.01
3244,"Dec 30, 2009",5.78
3245,"Dec 31, 2009",5.82
3246,"Jan 04, 2010",6.09
3247,"Jan 05, 2010",6.19
3248,"Jan 06, 2010",6.47
3249,"Jan 07, 2010",7.51
3250,"Jan 08, 2010",6.56
3251,"Jan 11, 2010",5.77
